                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.74964,                0.44045,                 1.0609,                0.99917,                      1,                  0.995,                0.84961,                0.64283,                0.28112,                0.99593,              0.0014261,              0.0014261,              0.0014261
                    148,                0.69066,                0.41222,                  1.016,                0.99898,                      1,                  0.995,                0.84091,                 0.6996,                0.29849,                  1.011,              0.0014244,              0.0014244,              0.0014244
                    149,                0.69224,                0.39621,                 1.0147,                0.99925,                      1,                  0.995,                0.84729,                0.65744,                0.28606,                0.99405,              0.0014228,              0.0014228,              0.0014228
                    150,                0.69646,                0.38516,                 1.0153,                0.99888,                      1,                  0.995,                0.85288,                 0.6295,                0.27041,                0.98382,              0.0014211,              0.0014211,              0.0014211
                    151,                 0.7197,                0.42597,                 1.0429,                0.99947,                      1,                  0.995,                0.84615,                0.65092,                0.27845,                0.99102,              0.0014195,              0.0014195,              0.0014195
                    152,                0.66015,                0.39429,                 1.0052,                0.99842,                0.99953,                  0.995,                0.84165,                0.63236,                0.28161,                0.98488,              0.0014178,              0.0014178,              0.0014178
                    153,                0.71394,                0.44667,                 1.0276,                0.99234,                0.99512,                0.99429,                0.84996,                0.63569,                0.29206,                0.98505,              0.0014161,              0.0014161,              0.0014161
                    154,                0.69491,                0.41443,                 1.0145,                0.99834,                0.99956,                  0.995,                0.85046,                0.62681,                 0.2698,                0.98141,              0.0014145,              0.0014145,              0.0014145
                    155,                0.67775,                0.40454,                  1.009,                0.99822,                0.99583,                  0.995,                0.83924,                0.64013,                0.27447,                 1.0038,              0.0014128,              0.0014128,              0.0014128
                    156,                0.71677,                0.42707,                  1.037,                0.99928,                0.99582,                  0.995,                0.83606,                0.65735,                0.27046,                 1.0024,              0.0014112,              0.0014112,              0.0014112
                    157,                0.68149,                0.41174,                 1.0272,                0.99905,                      1,                  0.995,                0.82861,                0.67149,                 0.2799,                 1.0095,              0.0014095,              0.0014095,              0.0014095
                    158,                0.68086,                0.38914,                 1.0336,                0.99908,                      1,                  0.995,                0.83852,                0.66113,                 0.2709,                  1.006,              0.0014079,              0.0014079,              0.0014079
                    159,                0.70518,                0.41449,                 1.0167,                0.99848,                      1,                  0.995,                0.82859,                  0.683,                0.28683,                 1.0113,              0.0014062,              0.0014062,              0.0014062
                    160,                0.70447,                 0.4028,                 1.0302,                0.99695,                      1,                  0.995,                0.85939,                0.61125,                0.26214,                0.97594,              0.0014046,              0.0014046,              0.0014046
                    161,                0.67775,                0.39062,                 1.0145,                0.99778,                      1,                  0.995,                0.85192,                0.63761,                0.26884,                0.99079,              0.0014029,              0.0014029,              0.0014029
                    162,                0.70536,                0.44007,                 1.0326,                0.99869,                      1,                  0.995,                0.84461,                0.65171,                0.27232,                 1.0002,              0.0014013,              0.0014013,              0.0014013
                    163,                0.70816,                0.41334,                  1.024,                0.99924,                      1,                  0.995,                0.85298,                 0.6365,                0.26142,                0.99382,              0.0013996,              0.0013996,              0.0013996
                    164,                0.71345,                0.41038,                  1.035,                0.99896,                      1,                  0.995,                0.82896,                0.71156,                0.28731,                  1.022,               0.001398,               0.001398,               0.001398
                    165,                0.69927,                0.40222,                  1.024,                0.99859,                      1,                  0.995,                0.84403,                 0.6526,                0.29137,                0.99599,              0.0013963,              0.0013963,              0.0013963
                    166,                0.68476,                0.41232,                 1.0304,                 0.9987,                0.99792,                  0.995,                0.83135,                0.69285,                0.29115,                   1.02,              0.0013947,              0.0013947,              0.0013947
                    167,                0.70458,                0.43363,                 1.0408,                0.99897,                      1,                  0.995,                0.82021,                0.73479,                0.28981,                 1.0396,               0.001393,               0.001393,               0.001393
                    168,                  0.677,                0.39458,                 1.0342,                0.99846,                      1,                  0.995,                 0.8586,                0.62016,                0.27507,                0.97572,              0.0013914,              0.0013914,              0.0013914
                    169,                0.69544,                0.40092,                 1.0395,                 0.9989,                      1,                  0.995,                0.85538,                0.64336,                 0.2708,                0.98755,              0.0013897,              0.0013897,              0.0013897
                    170,                0.70852,                0.43222,                 1.0253,                  0.997,                      1,                  0.995,                0.84615,                0.66358,                0.28065,                 1.0013,              0.0013881,              0.0013881,              0.0013881
                    171,                0.63925,                0.38392,                  1.005,                 0.9947,                      1,                  0.995,                0.84737,                 0.6577,                0.28261,                 1.0004,              0.0013864,              0.0013864,              0.0013864
                    172,                0.66285,                0.40278,                 1.0031,                0.99928,                      1,                  0.995,                0.86005,                0.62258,                0.27761,                 0.9743,              0.0013848,              0.0013848,              0.0013848
                    173,                0.64863,                 0.3947,                0.99395,                0.99456,                0.99607,                0.99451,                0.85408,                0.65257,                0.28164,                0.99578,              0.0013831,              0.0013831,              0.0013831
                    174,                0.67134,                 0.3765,                 1.0183,                 0.9937,                 0.9955,                0.99308,                0.85538,                0.62916,                 0.2802,                0.98616,              0.0013815,              0.0013815,              0.0013815
                    175,                0.67083,                0.39059,                 1.0011,                0.99506,                0.99601,                  0.995,                0.85576,                0.63592,                0.28044,                 0.9854,              0.0013798,              0.0013798,              0.0013798
                    176,                0.70219,                 0.4245,                 1.0338,                0.99835,                      1,                  0.995,                0.85256,                0.64773,                0.27208,                 1.0024,              0.0013782,              0.0013782,              0.0013782
                    177,                0.69358,                0.44328,                 1.0316,                0.98741,                      1,                  0.995,                0.85948,                0.63007,                 0.2818,                0.98914,              0.0013765,              0.0013765,              0.0013765
                    178,                 0.7307,                0.43364,                 1.0596,                0.99788,                0.99977,                  0.995,                0.83579,                0.71015,                0.29092,                 1.0269,              0.0013749,              0.0013749,              0.0013749
                    179,                0.66438,                0.38948,                 1.0122,                0.99939,                      1,                  0.995,                0.84597,                0.66056,                0.27488,                 1.0024,              0.0013732,              0.0013732,              0.0013732
                    180,                0.69019,                0.39962,                 1.0119,                0.99874,                      1,                  0.995,                0.85914,                0.60569,                0.26536,                 0.9704,              0.0013716,              0.0013716,              0.0013716
                    181,                0.69991,                0.41153,                 1.0149,                0.99852,                      1,                  0.995,                  0.856,                0.59838,                0.26704,                 0.9678,              0.0013699,              0.0013699,              0.0013699
                    182,                 0.7005,                0.43084,                 1.0232,                0.99906,                      1,                  0.995,                0.85034,                0.64253,                0.27707,                0.98728,              0.0013683,              0.0013683,              0.0013683
                    183,                 0.6841,                 0.3882,                 1.0267,                0.99873,                      1,                  0.995,                0.84925,                0.63183,                0.27135,                0.98292,              0.0013666,              0.0013666,              0.0013666
                    184,                0.70523,                0.42132,                 1.0079,                0.99778,                      1,                  0.995,                0.84152,                0.64451,                0.27593,                 0.9974,               0.001365,               0.001365,               0.001365
                    185,                0.66076,                0.40808,                 1.0001,                0.99478,                      1,                  0.995,                 0.8549,                0.61215,                0.26647,                0.98291,              0.0013633,              0.0013633,              0.0013633
                    186,                0.66478,                0.40761,                 1.0223,                0.99734,                      1,                  0.995,                 0.8577,                0.60673,                0.25762,                0.97366,              0.0013617,              0.0013617,              0.0013617
                    187,                0.68129,                0.39752,                 1.0048,                0.98907,                0.99019,                0.99496,                0.85577,                0.63484,                0.27296,                0.98779,                0.00136,                0.00136,                0.00136
                    188,                0.65341,                0.40978,                 1.0087,                0.99851,                      1,                  0.995,                0.86634,                0.62781,                0.25808,                0.98664,              0.0013584,              0.0013584,              0.0013584
                    189,                0.64117,                0.40337,                 1.0075,                0.99863,                      1,                  0.995,                0.86126,                0.61743,                0.24653,                0.98027,              0.0013567,              0.0013567,              0.0013567
                    190,                0.70027,                0.41007,                 1.0247,                0.99508,                0.99001,                0.99496,                0.85546,                0.61602,                 0.2646,                0.97647,              0.0013551,              0.0013551,              0.0013551
                    191,                0.66307,                0.38055,                 1.0125,                0.97907,                0.98441,                0.99478,                0.84319,                0.68903,                0.30828,                 1.0159,              0.0013534,              0.0013534,              0.0013534
                    192,                0.69209,                0.41579,                 1.0305,                0.99922,                      1,                  0.995,                 0.8661,                 0.6082,                0.25665,                0.97634,              0.0013518,              0.0013518,              0.0013518
                    193,                0.66452,                0.38438,                 1.0005,                0.99507,                0.99598,                0.99415,                0.86079,                0.61187,                0.26055,                0.97708,              0.0013501,              0.0013501,              0.0013501
                    194,                0.68546,                0.43935,                 1.0343,                0.99933,                      1,                  0.995,                0.84424,                0.65897,                0.27638,                0.99506,              0.0013485,              0.0013485,              0.0013485
                    195,                0.70736,                0.38853,                 1.0194,                0.99916,                      1,                  0.995,                0.85741,                 0.6327,                0.27746,                0.98465,              0.0013468,              0.0013468,              0.0013468
                    196,                 0.6992,                0.39683,                 1.0168,                0.99944,                      1,                  0.995,                0.83342,                 0.7004,                0.30454,                 1.0348,              0.0013452,              0.0013452,              0.0013452
                    197,                0.68014,                0.39745,                  1.021,                0.99905,                      1,                  0.995,                0.83851,                0.69613,                0.28143,                 1.0135,              0.0013435,              0.0013435,              0.0013435
                    198,                0.70151,                0.42104,                 1.0094,                0.99903,                      1,                  0.995,                 0.8659,                0.61239,                0.26296,                0.97153,              0.0013419,              0.0013419,              0.0013419
                    199,                0.67446,                0.39845,                 1.0173,                0.99885,                      1,                  0.995,                0.86098,                0.64066,                0.26704,                  0.986,              0.0013402,              0.0013402,              0.0013402
                    200,                0.68112,                0.41305,                 1.0183,                0.99921,                      1,                  0.995,                0.84974,                0.70572,                0.28889,                  1.028,              0.0013386,              0.0013386,              0.0013386
                    201,                0.70848,                 0.4368,                 1.0177,                0.99463,                0.99978,                  0.995,                0.86259,                0.62319,                0.26487,                0.98028,              0.0013369,              0.0013369,              0.0013369
                    202,                0.70625,                0.39663,                 1.0115,                0.99914,                      1,                  0.995,                0.86821,                0.59746,                0.25983,                0.96532,              0.0013353,              0.0013353,              0.0013353
                    203,                0.65303,                0.36829,                0.99684,                  0.999,                      1,                  0.995,                0.85773,                0.60741,                0.25896,                0.97307,              0.0013336,              0.0013336,              0.0013336
                    204,                0.69944,                0.40243,                 1.0223,                0.99702,                0.99974,                  0.995,                0.85473,                0.60548,                0.26842,                 0.9818,               0.001332,               0.001332,               0.001332
                    205,                0.65427,                0.38205,                 1.0099,                0.99908,                      1,                  0.995,                0.86555,                0.59975,                0.26008,                0.97813,              0.0013303,              0.0013303,              0.0013303
                    206,                0.68615,                0.39389,                  1.022,                0.99913,                      1,                  0.995,                0.85832,                 0.6135,                 0.2629,                 0.9772,              0.0013287,              0.0013287,              0.0013287
                    207,                0.66722,                0.38315,                  1.014,                0.99912,                      1,                  0.995,                0.85031,                0.63872,                0.27688,                0.98911,               0.001327,               0.001327,               0.001327
                    208,                0.69788,                0.40877,                  1.041,                0.99924,                      1,                  0.995,                0.86941,                0.57652,                0.25993,                0.96142,              0.0013254,              0.0013254,              0.0013254
                    209,                0.67602,                0.39977,                 1.0223,                0.99953,                      1,                  0.995,                0.85281,                0.63111,                0.26358,                0.98367,              0.0013237,              0.0013237,              0.0013237
                    210,                0.66087,                 0.3719,                0.99286,                0.99897,                      1,                  0.995,                 0.8611,                0.61252,                0.26512,                0.97702,              0.0013221,              0.0013221,              0.0013221
                    211,                0.67361,                 0.3699,                 1.0173,                0.99883,                      1,                  0.995,                0.85555,                 0.6227,                0.26485,                0.97908,              0.0013204,              0.0013204,              0.0013204
                    212,                 0.6948,                0.38162,                 1.0271,                0.99853,                      1,                  0.995,                0.85884,                 0.6183,                0.27535,                0.97244,              0.0013188,              0.0013188,              0.0013188
                    213,                0.65357,                0.39567,                 1.0061,                0.99878,                      1,                  0.995,                0.84376,                0.65406,                0.27831,                0.99089,              0.0013171,              0.0013171,              0.0013171
                    214,                0.67993,                0.39217,                 1.0367,                0.99824,                      1,                  0.995,                0.86895,                0.57892,                0.26511,                0.95508,              0.0013155,              0.0013155,              0.0013155
                    215,                0.68285,                0.40925,                 1.0323,                0.99887,                      1,                  0.995,                0.85779,                0.61882,                 0.2788,                0.98465,              0.0013138,              0.0013138,              0.0013138
                    216,                0.68761,                0.39557,                 1.0171,                0.99898,                      1,                  0.995,                0.85125,                 0.6382,                0.28303,                0.98877,              0.0013122,              0.0013122,              0.0013122
                    217,                0.66739,                0.38329,                 1.0072,                0.99846,                      1,                  0.995,                0.86925,                0.59274,                0.26797,                0.97041,              0.0013105,              0.0013105,              0.0013105
                    218,                0.68035,                0.37989,                0.99876,                0.99895,                      1,                  0.995,                0.85925,                0.62748,                0.26164,                0.98159,              0.0013089,              0.0013089,              0.0013089
                    219,                0.68566,                0.39633,                 1.0146,                0.99914,                      1,                  0.995,                 0.8721,                0.59249,                0.26421,                0.96851,              0.0013072,              0.0013072,              0.0013072
                    220,                0.67186,                0.40105,                 1.0157,                0.99936,                      1,                  0.995,                0.86037,                0.61404,                0.26803,                0.96779,              0.0013056,              0.0013056,              0.0013056
                    221,                0.69115,                0.40686,                 1.0281,                 0.9987,                      1,                  0.995,                0.85526,                0.60195,                 0.2605,                0.96382,              0.0013039,              0.0013039,              0.0013039
                    222,                0.67212,                0.39414,                 1.0103,                0.99851,                      1,                  0.995,                0.86831,                0.58824,                0.26026,                0.96539,              0.0013023,              0.0013023,              0.0013023
                    223,                0.68755,                0.38843,                0.99702,                0.99878,                      1,                  0.995,                0.85012,                0.67202,                0.28428,                0.99355,              0.0013006,              0.0013006,              0.0013006
                    224,                0.66429,                0.37902,                0.99633,                0.99907,                      1,                  0.995,                0.86648,                0.58274,                0.25804,                0.95882,               0.001299,               0.001299,               0.001299
                    225,                0.66897,                0.38127,                 1.0094,                0.99891,                      1,                  0.995,                0.86732,                0.58744,                0.26569,                0.95849,              0.0012973,              0.0012973,              0.0012973
                    226,                 0.6559,                0.39318,                0.99866,                0.99876,                      1,                  0.995,                0.85767,                0.61707,                0.27748,                0.97425,              0.0012957,              0.0012957,              0.0012957
                    227,                0.64385,                0.38597,                 1.0144,                0.99711,                      1,                  0.995,                0.86692,                0.60283,                0.25834,                0.96638,               0.001294,               0.001294,               0.001294
                    228,                0.66827,                0.38783,                 1.0106,                 0.9982,                      1,                  0.995,                0.87037,                0.57967,                0.26556,                0.95862,              0.0012924,              0.0012924,              0.0012924
                    229,                 0.6634,                0.41889,                 1.0154,                0.99825,                      1,                  0.995,                0.86361,                0.58573,                0.26619,                0.95712,              0.0012907,              0.0012907,              0.0012907
                    230,                  0.677,                0.39765,                 1.0273,                0.99051,                0.99376,                0.99478,                0.85705,                0.59981,                0.29606,                0.96372,              0.0012891,              0.0012891,              0.0012891
                    231,                0.64839,                0.38307,                 1.0068,                0.99887,                      1,                  0.995,                0.86243,                0.60136,                0.27151,                0.96653,              0.0012874,              0.0012874,              0.0012874
                    232,                0.63366,                0.36125,                 1.0128,                0.99882,                      1,                  0.995,                0.86651,                0.60512,                0.26175,                0.96693,              0.0012858,              0.0012858,              0.0012858
                    233,                0.68564,                0.35872,                  1.006,                0.99866,                      1,                  0.995,                0.87917,                0.58188,                0.25262,                 0.9588,              0.0012841,              0.0012841,              0.0012841
                    234,                0.64248,                0.37834,                0.99939,                0.99877,                      1,                  0.995,                0.86521,                0.62353,                0.26635,                0.97407,              0.0012825,              0.0012825,              0.0012825
                    235,                0.66246,                0.39763,                 1.0163,                0.99878,                      1,                  0.995,                0.86786,                0.58929,                 0.2614,                0.95531,              0.0012808,              0.0012808,              0.0012808
                    236,                0.65616,                0.37938,                0.99684,                0.99858,                      1,                  0.995,                0.84731,                0.64769,                0.26644,                0.99536,              0.0012792,              0.0012792,              0.0012792
                    237,                0.67949,                0.37464,                  1.017,                0.99863,                      1,                  0.995,                0.86993,                0.58254,                0.25499,                0.95912,              0.0012775,              0.0012775,              0.0012775
                    238,                0.68885,                0.40249,                 1.0052,                0.99911,                      1,                  0.995,                0.87038,                0.58377,                0.25235,                0.96048,              0.0012759,              0.0012759,              0.0012759
                    239,                0.64806,                0.36265,                0.99916,                 0.9992,                      1,                  0.995,                0.86603,                0.60815,                0.26198,                0.97457,              0.0012742,              0.0012742,              0.0012742
                    240,                0.67715,                0.38299,                   1.03,                0.99895,                      1,                  0.995,                0.86355,                0.62006,                0.26342,                0.97607,              0.0012726,              0.0012726,              0.0012726
                    241,                0.62799,                0.39229,                 1.0014,                0.99776,                0.99996,                  0.995,                0.86151,                0.63269,                0.27169,                0.98212,              0.0012709,              0.0012709,              0.0012709
                    242,                0.61593,                0.37476,                0.99098,                0.99861,                      1,                  0.995,                0.87568,                0.58488,                0.25443,                0.96136,              0.0012693,              0.0012693,              0.0012693
                    243,                0.66952,                0.38355,                 1.0266,                0.99852,                      1,                  0.995,                0.85951,                0.62856,                0.26362,                0.97705,              0.0012676,              0.0012676,              0.0012676
                    244,                 0.6672,                0.38679,                 1.0293,                0.99857,                      1,                  0.995,                0.87199,                0.57456,                 0.2678,                0.95189,               0.001266,               0.001266,               0.001266
                    245,                0.64263,                0.36671,                0.98767,                0.99931,                      1,                  0.995,                0.85859,                 0.6222,                0.27591,                 0.9726,              0.0012643,              0.0012643,              0.0012643
                    246,                0.63779,                0.36753,                 1.0102,                0.99933,                      1,                  0.995,                0.86923,                0.59063,                0.26516,                 0.9637,              0.0012627,              0.0012627,              0.0012627
                    247,                0.67387,                0.37988,                 1.0161,                0.99831,                      1,                  0.995,                0.87444,                0.58165,                0.26365,                0.95448,               0.001261,               0.001261,               0.001261
                    248,                 0.6354,                0.35615,                 1.0061,                0.99876,                      1,                  0.995,                0.88135,                0.57411,                0.26504,                0.95175,              0.0012594,              0.0012594,              0.0012594
                    249,                0.64882,                0.37669,                 1.0024,                0.99833,                      1,                  0.995,                0.84568,                0.66572,                0.29225,                 1.0121,              0.0012577,              0.0012577,              0.0012577
                    250,                0.67004,                0.37566,                 1.0123,                0.99459,                      1,                  0.995,                0.86756,                0.57667,                0.28039,                0.96211,              0.0012561,              0.0012561,              0.0012561
                    251,                 0.6634,                 0.3804,                 1.0137,                0.99809,                      1,                  0.995,                0.88611,                0.55052,                0.25416,                0.93927,              0.0012544,              0.0012544,              0.0012544
                    252,                0.67718,                0.36537,                 1.0166,                0.99904,                      1,                  0.995,                0.87874,                0.59226,                0.27203,                0.95935,              0.0012528,              0.0012528,              0.0012528
                    253,                 0.6522,                0.38818,                 1.0104,                0.99866,                      1,                  0.995,                0.89252,                0.54584,                0.26652,                0.93824,              0.0012511,              0.0012511,              0.0012511
                    254,                0.64748,                0.36717,                 1.0051,                0.99853,                      1,                  0.995,                0.88065,                 0.5474,                0.26823,                0.94054,              0.0012495,              0.0012495,              0.0012495
                    255,                0.63343,                0.37171,                      1,                0.99891,                      1,                  0.995,                0.87232,                0.58534,                0.26864,                0.95985,              0.0012478,              0.0012478,              0.0012478
                    256,                0.63022,                0.39169,                0.99314,                0.99898,                      1,                  0.995,                 0.8576,                0.64717,                0.29467,                0.99589,              0.0012462,              0.0012462,              0.0012462
                    257,                0.64427,                0.37541,                  1.017,                0.99873,                      1,                  0.995,                0.86022,                0.60671,                0.28372,                0.96758,              0.0012445,              0.0012445,              0.0012445
                    258,                 0.6769,                0.39512,                 1.0136,                  0.999,                      1,                  0.995,                0.85635,                0.62322,                0.27602,                0.97707,              0.0012429,              0.0012429,              0.0012429
                    259,                0.63606,                0.36973,                 1.0074,                0.99902,                      1,                  0.995,                0.86169,                0.61101,                0.26994,                0.97652,              0.0012412,              0.0012412,              0.0012412
                    260,                0.65839,                 0.3562,                0.99838,                0.99902,                      1,                  0.995,                0.87506,                0.57568,                0.24383,                0.96289,              0.0012396,              0.0012396,              0.0012396
                    261,                0.67105,                0.39353,                 1.0052,                0.99888,                      1,                  0.995,                0.86802,                0.59423,                0.24768,                0.96499,              0.0012379,              0.0012379,              0.0012379
                    262,                0.67158,                0.37772,                 1.0199,                0.99916,                      1,                  0.995,                0.86943,                0.60042,                0.25209,                0.97955,              0.0012363,              0.0012363,              0.0012363
                    263,                0.65552,                0.38485,                 1.0071,                0.99899,                      1,                  0.995,                 0.8691,                0.60684,                0.25569,                0.97717,              0.0012346,              0.0012346,              0.0012346
                    264,                0.66338,                0.36616,                   1.01,                0.99881,                      1,                  0.995,                0.87647,                0.57589,                0.24602,                0.95206,               0.001233,               0.001233,               0.001233
                    265,                0.66895,                 0.3896,                  1.015,                0.99909,                      1,                  0.995,                0.87795,                0.57032,                0.25003,                0.94803,              0.0012313,              0.0012313,              0.0012313
                    266,                0.64034,                0.37812,                0.99703,                0.99903,                      1,                  0.995,                0.87292,                0.59387,                 0.2559,                0.95935,              0.0012297,              0.0012297,              0.0012297
                    267,                0.61926,                0.36266,                 1.0047,                0.99874,                      1,                  0.995,                0.87571,                0.58268,                0.25329,                0.95604,               0.001228,               0.001228,               0.001228
                    268,                0.63359,                0.38627,                0.99941,                0.99832,                0.99988,                  0.995,                0.88021,                0.56807,                0.25741,                0.95036,              0.0012264,              0.0012264,              0.0012264
                    269,                0.65525,                0.36493,                 1.0028,                0.99764,                0.99969,                  0.995,                0.87627,                0.58949,                0.26168,                0.95893,              0.0012247,              0.0012247,              0.0012247
                    270,                0.65516,                 0.3811,                 1.0065,                0.99901,                      1,                  0.995,                0.88526,                0.57137,                0.25229,                0.94757,              0.0012231,              0.0012231,              0.0012231
                    271,                0.65492,                0.40879,                 1.0046,                 0.9992,                      1,                  0.995,                0.88401,                0.57164,                0.25655,                0.95086,              0.0012214,              0.0012214,              0.0012214
                    272,                 0.6324,                0.36416,                 1.0018,                0.99902,                      1,                  0.995,                0.88749,                0.55971,                0.25377,                0.94368,              0.0012198,              0.0012198,              0.0012198
                    273,                 0.6434,                 0.3875,                  1.007,                0.99927,                      1,                  0.995,                0.88535,                0.55235,                0.26411,                0.93794,              0.0012181,              0.0012181,              0.0012181
                    274,                0.66509,                0.38299,                 1.0159,                0.99884,                      1,                  0.995,                0.87764,                0.57485,                0.26011,                0.94876,              0.0012165,              0.0012165,              0.0012165
                    275,                0.63023,                 0.3782,                0.99374,                0.99851,                      1,                  0.995,                0.88923,                0.53801,                0.24552,                0.93694,              0.0012148,              0.0012148,              0.0012148
                    276,                0.61291,                 0.3753,                0.97896,                0.99887,                      1,                  0.995,                0.87107,                0.59023,                0.26221,                0.95787,              0.0012132,              0.0012132,              0.0012132
                    277,                0.65359,                0.39277,                 1.0034,                0.99931,                      1,                  0.995,                0.86444,                0.62341,                0.28292,                0.97629,              0.0012115,              0.0012115,              0.0012115
                    278,                0.65991,                0.36056,                 1.0059,                0.99894,                      1,                  0.995,                0.88126,                0.55858,                0.26081,                0.94433,              0.0012099,              0.0012099,              0.0012099
                    279,                0.63771,                 0.3694,                 1.0047,                0.99877,                      1,                  0.995,                0.88093,                0.57566,                0.26297,                0.95134,              0.0012082,              0.0012082,              0.0012082
                    280,                0.64361,                0.36396,                 1.0083,                0.99887,                      1,                  0.995,                0.87401,                0.59694,                0.27378,                0.95886,              0.0012066,              0.0012066,              0.0012066
