                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    295,                0.68309,                0.38825,                0.99541,                0.99858,                      1,                  0.995,                0.87192,                0.57985,                0.26216,                0.95947,               0.001221,               0.001221,               0.001221
                    296,                0.64697,                0.39013,                 1.0175,                0.99924,                      1,                  0.995,                0.87028,                0.58629,                 0.2598,                0.95876,              0.0012203,              0.0012203,              0.0012203
                    297,                0.66937,                0.39071,                 1.0086,                0.99876,                      1,                  0.995,                0.87758,                0.56261,                0.25787,                0.95115,              0.0012196,              0.0012196,              0.0012196
                    298,                0.66298,                0.40294,                 1.0228,                0.99889,                      1,                  0.995,                0.87748,                0.56207,                0.25989,                0.94788,              0.0012189,              0.0012189,              0.0012189
                    299,                0.64892,                0.40721,                0.99904,                0.99906,                      1,                  0.995,                0.87727,                0.56565,                0.26351,                0.94861,              0.0012182,              0.0012182,              0.0012182
                    300,                0.70481,                0.41202,                 1.0233,                 0.9973,                      1,                  0.995,                0.87357,                0.60005,                 0.2645,                0.96366,              0.0012175,              0.0012175,              0.0012175
                    301,                0.67076,                0.39718,                 1.0066,                0.99402,                      1,                0.99429,                0.86093,                0.58852,                0.26356,                0.95827,              0.0012168,              0.0012168,              0.0012168
                    302,                0.66345,                0.40562,                 1.0024,                0.99449,                0.99393,                0.99491,                0.86504,                0.58106,                0.27315,                0.95224,              0.0012161,              0.0012161,              0.0012161
                    303,                0.69174,                0.39531,                 1.0205,                0.98926,                      1,                  0.995,                0.86173,                0.59486,                0.27412,                0.96457,              0.0012154,              0.0012154,              0.0012154
                    304,                 0.6357,                0.39737,                 1.0178,                0.99586,                      1,                  0.995,                0.86761,                0.58161,                0.27168,                0.95024,              0.0012147,              0.0012147,              0.0012147
                    305,                0.67892,                0.39434,                 1.0319,                0.99704,                      1,                  0.995,                 0.8641,                0.57943,                0.27045,                0.94824,               0.001214,               0.001214,               0.001214
                    306,                 0.6582,                0.40253,                 1.0129,                0.99878,                      1,                  0.995,                0.87182,                0.57281,                0.26686,                0.94592,              0.0012133,              0.0012133,              0.0012133
                    307,                0.63501,                0.39584,                 1.0089,                0.99918,                      1,                  0.995,                0.88208,                0.55632,                0.25676,                0.94243,              0.0012125,              0.0012125,              0.0012125
                    308,                0.65224,                0.37525,                 1.0099,                0.99942,                      1,                  0.995,                0.86554,                0.57761,                0.26148,                0.94884,              0.0012118,              0.0012118,              0.0012118
                    309,                0.67215,                0.39523,                 1.0146,                0.99937,                      1,                  0.995,                0.86964,                0.58681,                0.26354,                0.95967,              0.0012111,              0.0012111,              0.0012111
                    310,                 0.6453,                0.39986,                  1.011,                0.99913,                      1,                  0.995,                0.86765,                0.59722,                0.25512,                 0.9645,              0.0012104,              0.0012104,              0.0012104
                    311,                0.66446,                0.39089,                 1.0118,                0.99941,                      1,                  0.995,                0.87041,                0.58792,                0.24947,                0.95597,              0.0012097,              0.0012097,              0.0012097
                    312,                0.66769,                0.40555,                 1.0338,                0.99922,                      1,                  0.995,                0.87667,                 0.5932,                0.25506,                0.95584,               0.001209,               0.001209,               0.001209
                    313,                0.62918,                0.38812,                  1.011,                0.99916,                      1,                  0.995,                0.88086,                0.57795,                0.25154,                0.94745,              0.0012083,              0.0012083,              0.0012083
                    314,                0.65277,                0.38865,                 1.0133,                 0.9992,                      1,                  0.995,                0.87929,                0.59636,                0.25557,                0.95595,              0.0012076,              0.0012076,              0.0012076
                    315,                0.64272,                0.39895,                   1.01,                0.99917,                      1,                  0.995,                0.88313,                0.57292,                0.25568,                0.94815,              0.0012069,              0.0012069,              0.0012069
                    316,                0.61565,                0.36689,                0.99741,                 0.9992,                      1,                  0.995,                0.86608,                0.58721,                0.26791,                0.95813,              0.0012062,              0.0012062,              0.0012062
                    317,                0.65642,                0.40174,                 1.0174,                 0.9991,                      1,                  0.995,                0.87195,                0.56796,                0.25512,                0.94711,              0.0012055,              0.0012055,              0.0012055
                    318,                0.63895,                 0.3714,                0.99229,                0.99869,                      1,                  0.995,                   0.88,                0.56587,                0.26508,                0.93932,              0.0012048,              0.0012048,              0.0012048
                    319,                0.63836,                 0.3546,                0.99611,                0.99828,                      1,                  0.995,                0.88201,                0.56557,                0.25923,                0.93995,              0.0012041,              0.0012041,              0.0012041
                    320,                0.67172,                 0.3966,                 1.0097,                 0.9993,                      1,                  0.995,                0.87349,                0.57436,                0.26972,                0.94389,              0.0012034,              0.0012034,              0.0012034
                    321,                0.65969,                0.36765,                0.99244,                0.99904,                      1,                  0.995,                0.87633,                0.57139,                0.26397,                0.94352,              0.0012026,              0.0012026,              0.0012026
                    322,                0.69094,                0.38831,                 1.0254,                0.99871,                      1,                  0.995,                0.88036,                0.56813,                0.26916,                0.94227,              0.0012019,              0.0012019,              0.0012019
                    323,                0.69619,                0.40317,                 1.0212,                0.99733,                      1,                  0.995,                0.86843,                0.57919,                0.27365,                0.94921,              0.0012012,              0.0012012,              0.0012012
                    324,                0.67014,                0.40032,                 1.0148,                0.99776,                      1,                  0.995,                0.87719,                0.54774,                0.25963,                0.93862,              0.0012005,              0.0012005,              0.0012005
                    325,                0.63058,                0.36674,                 1.0085,                0.99855,                      1,                  0.995,                0.87415,                0.56187,                0.25715,                0.94439,              0.0011998,              0.0011998,              0.0011998
                    326,                0.63126,                0.37825,                0.98762,                0.99831,                      1,                  0.995,                0.86608,                 0.5858,                 0.2585,                0.95831,              0.0011991,              0.0011991,              0.0011991
                    327,                0.66389,                0.41378,                 1.0189,                0.99429,                      1,                  0.995,                0.87966,                0.56928,                0.26497,                0.94154,              0.0011984,              0.0011984,              0.0011984
                    328,                0.67072,                0.39573,                 1.0074,                0.99854,                      1,                  0.995,                0.88416,                0.56971,                0.25915,                0.93936,              0.0011977,              0.0011977,              0.0011977
                    329,                0.65212,                0.39029,                 1.0159,                0.99909,                      1,                  0.995,                0.88415,                0.57135,                0.25307,                0.94215,               0.001197,               0.001197,               0.001197
                    330,                0.70394,                0.41813,                 1.0285,                0.99898,                      1,                  0.995,                0.87124,                0.58753,                0.26231,                0.95065,              0.0011963,              0.0011963,              0.0011963
                    331,                0.66163,                 0.4194,                 1.0112,                0.99898,                      1,                  0.995,                0.88181,                0.57201,                0.26539,                 0.9412,              0.0011956,              0.0011956,              0.0011956
                    332,                0.67416,                0.39347,                 1.0183,                0.99865,                0.99997,                  0.995,                0.88224,                0.57206,                0.26519,                0.93955,              0.0011949,              0.0011949,              0.0011949
                    333,                0.63401,                0.39543,                0.99354,                0.99776,                 0.9955,                  0.995,                0.88065,                0.55384,                0.26107,                0.93973,              0.0011942,              0.0011942,              0.0011942
                    334,                 0.6662,                0.39414,                 1.0238,                0.99869,                      1,                  0.995,                 0.8663,                 0.5903,                0.25975,                 0.9514,              0.0011935,              0.0011935,              0.0011935
                    335,                0.64918,                0.37283,                 1.0202,                0.99906,                      1,                  0.995,                0.86227,                0.57958,                0.24753,                0.94896,              0.0011927,              0.0011927,              0.0011927
                    336,                0.66321,                0.40308,                 1.0223,                0.99301,                      1,                0.99496,                0.85939,                0.58626,                0.26518,                0.95354,               0.001192,               0.001192,               0.001192
                    337,                0.61852,                 0.3667,                 1.0012,                0.99609,                      1,                  0.995,                0.86078,                0.59169,                0.25756,                0.95334,              0.0011913,              0.0011913,              0.0011913
                    338,                0.63905,                0.37761,                 1.0064,                0.99889,                      1,                  0.995,                0.87298,                0.57423,                0.25016,                0.94479,              0.0011906,              0.0011906,              0.0011906
                    339,                0.65585,                0.37045,                 1.0132,                0.99907,                      1,                  0.995,                0.86936,                0.56468,                0.24846,                0.94048,              0.0011899,              0.0011899,              0.0011899
                    340,                0.62275,                0.38533,                0.98953,                 0.9994,                      1,                  0.995,                0.87037,                0.56279,                0.25073,                0.93636,              0.0011892,              0.0011892,              0.0011892
                    341,                0.62069,                0.35833,                 1.0198,                0.99798,                0.99982,                  0.995,                0.87543,                0.56242,                0.25442,                0.94105,              0.0011885,              0.0011885,              0.0011885
                    342,                0.65454,                0.39994,                 1.0136,                0.99862,                      1,                  0.995,                0.88471,                0.54999,                0.26642,                0.93564,              0.0011878,              0.0011878,              0.0011878
                    343,                0.63894,                0.37292,                0.99802,                0.99767,                0.99943,                  0.995,                0.88023,                0.57262,                0.27066,                0.94585,              0.0011871,              0.0011871,              0.0011871
                    344,                0.63351,                0.35327,                 1.0124,                 0.9924,                      1,                0.99415,                0.88533,                0.56833,                0.27137,                0.94143,              0.0011864,              0.0011864,              0.0011864
                    345,                0.64121,                 0.3877,                 1.0168,                0.99254,                      1,                0.99415,                0.88024,                0.58449,                 0.2773,                0.95084,              0.0011857,              0.0011857,              0.0011857
                    346,                0.63667,                0.39145,                 1.0107,                0.99354,                      1,                 0.9942,                0.88819,                0.57326,                0.26119,                  0.943,               0.001185,               0.001185,               0.001185
                    347,                0.62695,                0.38195,                0.99951,                0.99369,                      1,                 0.9942,                0.87972,                0.57002,                0.26359,                0.94494,              0.0011843,              0.0011843,              0.0011843
                    348,                0.60978,                0.38345,                 1.0042,                0.99406,                      1,                0.99438,                0.87754,                0.53898,                0.26642,                0.93018,              0.0011835,              0.0011835,              0.0011835
                    349,                0.62517,                0.37883,                 1.0114,                0.99079,                      1,                0.99469,                0.88141,                0.54231,                0.27142,                0.92821,              0.0011828,              0.0011828,              0.0011828
                    350,                0.62913,                 0.3674,                0.99321,                 0.9992,                0.99911,                  0.995,                 0.8863,                0.54451,                0.26514,                0.92924,              0.0011821,              0.0011821,              0.0011821
                    351,                0.61687,                0.37275,                0.96916,                0.99877,                      1,                  0.995,                0.89418,                0.52421,                0.24867,                0.92204,              0.0011814,              0.0011814,              0.0011814
                    352,                0.65191,                0.38788,                  1.015,                0.99818,                      1,                  0.995,                0.89265,                0.52801,                0.25406,                 0.9209,              0.0011807,              0.0011807,              0.0011807
                    353,                0.61745,                0.36512,                0.99896,                0.99795,                      1,                  0.995,                0.88689,                0.54312,                0.25986,                0.92866,                0.00118,                0.00118,                0.00118
                    354,                0.61925,                0.38072,                 0.9957,                0.99798,                      1,                  0.995,                0.88446,                0.55802,                0.26957,                0.93581,              0.0011793,              0.0011793,              0.0011793
                    355,                0.66573,                 0.3787,                 1.0168,                0.99835,                      1,                  0.995,                0.87619,                0.57256,                0.27645,                0.94395,              0.0011786,              0.0011786,              0.0011786
                    356,                0.61404,                0.36706,                 1.0001,                0.99858,                      1,                  0.995,                0.87229,                0.56326,                0.26206,                0.94432,              0.0011779,              0.0011779,              0.0011779
                    357,                0.65917,                0.38809,                 1.0005,                0.99862,                      1,                  0.995,                0.87493,                0.56162,                0.26416,                0.94176,              0.0011772,              0.0011772,              0.0011772
                    358,                0.63822,                0.36826,                0.99739,                0.99464,                      1,                  0.995,                0.87784,                0.55601,                0.27481,                0.94007,              0.0011765,              0.0011765,              0.0011765
                    359,                0.62012,                0.34535,                 1.0143,                0.99805,                      1,                  0.995,                0.88621,                0.55226,                0.26854,                 0.9361,              0.0011758,              0.0011758,              0.0011758
                    360,                0.63062,                0.37045,                0.99875,                0.99876,                      1,                  0.995,                0.88538,                0.53551,                0.25351,                0.92438,              0.0011751,              0.0011751,              0.0011751
                    361,                0.61397,                0.37527,                0.99235,                0.99903,                      1,                  0.995,                0.88152,                0.54503,                 0.2596,                 0.9295,              0.0011744,              0.0011744,              0.0011744
                    362,                0.60391,                0.36842,                0.98907,                0.99673,                      1,                  0.995,                0.88755,                0.53729,                0.25798,                0.92264,              0.0011736,              0.0011736,              0.0011736
                    363,                 0.6229,                0.39623,                  1.007,                0.99083,                      1,                  0.995,                0.86872,                0.58142,                 0.2789,                0.94327,              0.0011729,              0.0011729,              0.0011729
                    364,                 0.6666,                0.41232,                 1.0107,                0.99761,                      1,                  0.995,                0.88075,                 0.5665,                0.27061,                0.93662,              0.0011722,              0.0011722,              0.0011722
                    365,                0.63027,                0.39126,                0.99872,                0.99867,                      1,                  0.995,                0.88772,                0.53936,                0.26294,                 0.9312,              0.0011715,              0.0011715,              0.0011715
                    366,                0.61824,                0.37243,                0.99493,                0.99898,                      1,                  0.995,                0.89102,                0.53819,                0.26753,                0.92851,              0.0011708,              0.0011708,              0.0011708
                    367,                0.61808,                0.39611,                0.98945,                0.99834,                      1,                  0.995,                0.89342,                0.54033,                0.25624,                 0.9317,              0.0011701,              0.0011701,              0.0011701
                    368,                0.62119,                0.36168,                0.99745,                0.99782,                      1,                  0.995,                0.88131,                0.54569,                0.26359,                0.93362,              0.0011694,              0.0011694,              0.0011694
                    369,                0.61084,                0.37461,                0.99997,                0.99862,                      1,                  0.995,                0.88514,                0.53755,                0.25372,                0.92554,              0.0011687,              0.0011687,              0.0011687
                    370,                0.64632,                0.40341,                 1.0074,                0.98458,                0.99238,                  0.995,                0.87754,                0.55863,                 0.3194,                0.93491,               0.001168,               0.001168,               0.001168
                    371,                0.61989,                0.36845,                0.98853,                0.99854,                      1,                  0.995,                0.88352,                0.53943,                0.25216,                0.92292,              0.0011673,              0.0011673,              0.0011673
                    372,                0.62094,                0.34272,                0.97995,                0.99846,                      1,                  0.995,                 0.8746,                0.55338,                 0.2497,                0.93033,              0.0011666,              0.0011666,              0.0011666
                    373,                0.61188,                 0.3432,                 1.0004,                0.99881,                      1,                  0.995,                0.87825,                0.55662,                0.25463,                0.93474,              0.0011659,              0.0011659,              0.0011659
                    374,                0.61359,                0.35283,                0.99616,                0.99908,                      1,                  0.995,                0.88012,                0.55158,                0.24783,                0.93246,              0.0011652,              0.0011652,              0.0011652
                    375,                0.65153,                0.39068,                  1.033,                0.99843,                      1,                  0.995,                0.89108,                0.53557,                0.24015,                 0.9263,              0.0011644,              0.0011644,              0.0011644
                    376,                0.64559,                0.39534,                 1.0056,                0.99872,                      1,                  0.995,                0.88394,                0.54227,                0.24127,                0.93161,              0.0011637,              0.0011637,              0.0011637
                    377,                  0.603,                0.37642,                0.98911,                0.99945,                 0.9981,                  0.995,                0.86989,                0.55518,                 0.2441,                0.94646,               0.001163,               0.001163,               0.001163
                    378,                0.63812,                0.39893,                 1.0161,                0.99629,                      1,                  0.995,                0.87262,                0.55734,                0.24731,                0.93855,              0.0011623,              0.0011623,              0.0011623
                    379,                0.60867,                0.35394,                0.96361,                0.99726,                      1,                  0.995,                0.88119,                0.55399,                0.24544,                0.93152,              0.0011616,              0.0011616,              0.0011616
                    380,                0.62414,                0.37302,                 1.0162,                0.99581,                      1,                  0.995,                0.87246,                0.55501,                0.24879,                0.92841,              0.0011609,              0.0011609,              0.0011609
                    381,                0.62472,                0.37303,                0.99839,                 0.9962,                      1,                  0.995,                0.87496,                0.56008,                0.25857,                0.93793,              0.0011602,              0.0011602,              0.0011602
                    382,                0.63441,                 0.3654,                 0.9768,                0.99743,                      1,                  0.995,                0.88396,                0.54362,                  0.249,                0.92545,              0.0011595,              0.0011595,              0.0011595
                    383,                0.58829,                0.36703,                0.96932,                0.99856,                 0.9955,                  0.995,                0.88704,                0.55289,                0.25272,                0.92694,              0.0011588,              0.0011588,              0.0011588
                    384,                0.64148,                0.39536,                 0.9918,                0.99447,                      1,                  0.995,                0.89017,                0.52969,                0.24466,                0.91408,              0.0011581,              0.0011581,              0.0011581
                    385,                0.65675,                 0.3806,                 1.0015,                0.99525,                      1,                  0.995,                0.89437,                0.52524,                0.24246,                0.91535,              0.0011574,              0.0011574,              0.0011574
                    386,                0.61285,                0.37361,                 1.0038,                0.99784,                      1,                  0.995,                 0.8976,                0.52475,                 0.2492,                0.92154,              0.0011567,              0.0011567,              0.0011567
                    387,                0.61274,                0.36156,                0.98919,                0.98907,                      1,                0.99482,                0.90069,                0.51795,                0.24495,                0.91973,               0.001156,               0.001156,               0.001156
                    388,                 0.6417,                0.37255,                 1.0013,                0.98885,                      1,                0.99411,                0.90156,                0.52063,                0.24641,                0.92062,              0.0011553,              0.0011553,              0.0011553
                    389,                 0.6278,                0.37958,                 1.0044,                0.99449,                0.99916,                0.99451,                0.89271,                0.53907,                0.24239,                0.92625,              0.0011545,              0.0011545,              0.0011545
                    390,                0.62259,                0.38404,                 1.0101,                0.99842,                      1,                  0.995,                0.89277,                0.52914,                0.24441,                0.92053,              0.0011538,              0.0011538,              0.0011538
                    391,                0.61197,                0.36982,                0.98863,                0.99891,                0.99991,                  0.995,                0.89608,                0.51846,                0.24213,                0.91465,              0.0011531,              0.0011531,              0.0011531
                    392,                0.62451,                0.38674,                 1.0138,                 0.9991,                 0.9987,                  0.995,                0.88723,                0.55353,                0.25293,                0.92707,              0.0011524,              0.0011524,              0.0011524
                    393,                0.62968,                0.36963,                 1.0091,                0.99897,                      1,                  0.995,                0.87813,                0.54243,                0.25863,                0.92588,              0.0011517,              0.0011517,              0.0011517
                    394,                0.60907,                0.36158,                0.98094,                0.99877,                      1,                  0.995,                0.87508,                0.54764,                0.26308,                0.92619,               0.001151,               0.001151,               0.001151
                    395,                0.62235,                0.36835,                0.98753,                0.99868,                      1,                  0.995,                0.88093,                0.54368,                0.25478,                0.93045,              0.0011503,              0.0011503,              0.0011503
                    396,                0.62821,                0.36598,                0.98931,                0.99806,                      1,                  0.995,                0.88041,                0.55973,                0.25295,                0.93534,              0.0011496,              0.0011496,              0.0011496
                    397,                0.60556,                0.35661,                0.99131,                0.99373,                      1,                  0.995,                0.89317,                0.52235,                0.24669,                0.91984,              0.0011489,              0.0011489,              0.0011489
                    398,                0.59942,                0.34338,                0.98191,                0.99384,                      1,                  0.995,                0.89454,                0.52671,                0.25085,                0.92288,              0.0011482,              0.0011482,              0.0011482
                    399,                0.61474,                0.36061,                 1.0102,                0.99869,                      1,                  0.995,                0.89373,                0.53032,                0.24634,                0.92201,              0.0011475,              0.0011475,              0.0011475
                    400,                0.60083,                0.36376,                0.97161,                0.99865,                      1,                  0.995,                 0.8963,                0.52133,                0.24171,                 0.9221,              0.0011468,              0.0011468,              0.0011468
                    401,                0.59773,                0.33917,                0.98331,                0.99835,                      1,                  0.995,                0.88997,                0.52233,                0.24969,                0.91751,              0.0011461,              0.0011461,              0.0011461
                    402,                0.59936,                0.34414,                0.98369,                0.99863,                      1,                  0.995,                0.88107,                0.55045,                0.24778,                0.93096,              0.0011454,              0.0011454,              0.0011454
                    403,                0.60808,                0.37466,                 1.0162,                0.99604,                      1,                  0.995,                0.88947,                0.52953,                0.24132,                0.91982,              0.0011446,              0.0011446,              0.0011446
                    404,                0.63279,                0.36461,                0.98346,                0.99661,                      1,                  0.995,                0.88416,                 0.5468,                0.24648,                0.92154,              0.0011439,              0.0011439,              0.0011439
                    405,                0.60623,                0.39471,                0.98973,                0.99667,                      1,                  0.995,                0.88538,                 0.5334,                0.24322,                 0.9194,              0.0011432,              0.0011432,              0.0011432
                    406,                 0.6095,                0.36423,                0.98283,                0.99633,                      1,                  0.995,                0.88427,                 0.5419,                 0.2389,                0.92155,              0.0011425,              0.0011425,              0.0011425
                    407,                0.62055,                0.37035,                0.98444,                0.99644,                      1,                  0.995,                0.88433,                0.55531,                0.24737,                0.92666,              0.0011418,              0.0011418,              0.0011418
                    408,                0.58258,                0.34567,                 0.9799,                0.99661,                      1,                  0.995,                 0.8915,                0.53641,                0.23956,                0.92198,              0.0011411,              0.0011411,              0.0011411
                    409,                0.62694,                0.37644,                 1.0196,                0.99239,                      1,                  0.995,                0.89349,                0.52937,                0.24559,                0.92381,              0.0011404,              0.0011404,              0.0011404
                    410,                0.60368,                0.33756,                0.98613,                0.99702,                      1,                  0.995,                0.89404,                0.54647,                0.25086,                0.92237,              0.0011397,              0.0011397,              0.0011397
                    411,                0.63452,                0.37715,                0.98603,                0.99744,                      1,                  0.995,                0.89121,                0.54276,                0.24621,                0.92192,               0.001139,               0.001139,               0.001139
                    412,                0.61258,                0.34147,                0.99139,                0.99666,                      1,                  0.995,                0.88972,                0.54526,                0.24468,                0.92866,              0.0011383,              0.0011383,              0.0011383
                    413,                 0.6422,                0.36525,                0.97483,                0.99926,                0.99934,                  0.995,                0.89219,                0.54068,                0.24463,                 0.9293,              0.0011376,              0.0011376,              0.0011376
                    414,                0.60871,                0.36098,                0.98729,                0.99914,                      1,                  0.995,                0.89011,                0.54044,                0.25225,                0.93519,              0.0011369,              0.0011369,              0.0011369
                    415,                 0.6096,                0.35634,                0.98972,                0.99514,                      1,                  0.995,                0.88934,                0.54143,                0.24386,                0.93479,              0.0011362,              0.0011362,              0.0011362
                    416,                0.62277,                0.36692,                0.99275,                0.99529,                      1,                  0.995,                0.89385,                0.51019,                0.24455,                0.91539,              0.0011354,              0.0011354,              0.0011354
                    417,                0.61205,                0.36555,                0.98898,                0.99528,                      1,                  0.995,                0.89459,                 0.5131,                0.24901,                0.91433,              0.0011347,              0.0011347,              0.0011347
                    418,                0.58729,                0.35497,                0.98979,                0.99599,                      1,                  0.995,                0.90088,                0.53194,                 0.2561,                0.92114,               0.001134,               0.001134,               0.001134
                    419,                0.63438,                0.38081,                0.99054,                0.99871,                      1,                  0.995,                0.89335,                0.51736,                0.24935,                0.91598,              0.0011333,              0.0011333,              0.0011333
                    420,                0.57824,                0.35502,                0.98649,                 0.9979,                      1,                  0.995,                 0.8943,                0.50633,                0.24417,                 0.9136,              0.0011326,              0.0011326,              0.0011326
                    421,                0.60085,                0.32898,                0.98244,                0.99843,                      1,                  0.995,                 0.8948,                0.51933,                0.24992,                0.91943,              0.0011319,              0.0011319,              0.0011319
                    422,                0.63517,                0.36094,                 1.0031,                0.99764,                      1,                  0.995,                0.89898,                0.50866,                0.25701,                0.91252,              0.0011312,              0.0011312,              0.0011312
                    423,                   0.61,                0.36873,                0.98767,                0.99688,                      1,                  0.995,                0.89123,                0.54105,                0.26576,                0.92184,              0.0011305,              0.0011305,              0.0011305
                    424,                0.66075,                0.40682,                 1.0167,                0.99772,                      1,                  0.995,                0.89176,                 0.5236,                0.25444,                0.91577,              0.0011298,              0.0011298,              0.0011298
                    425,                0.65135,                0.38894,                 1.0115,                 0.9982,                      1,                  0.995,                0.88654,                0.53688,                 0.2554,                0.92375,              0.0011291,              0.0011291,              0.0011291
                    426,                0.62249,                0.34835,                0.97676,                0.99855,                      1,                  0.995,                0.89634,                0.53094,                0.23679,                0.92284,              0.0011284,              0.0011284,              0.0011284
                    427,                0.61281,                0.36543,                0.98787,                0.99877,                      1,                  0.995,                0.89466,                0.53426,                0.24027,                0.92371,              0.0011277,              0.0011277,              0.0011277
                    428,                 0.5834,                0.33611,                 0.9779,                0.99791,                      1,                  0.995,                0.89447,                0.53059,                0.24166,                0.92086,               0.001127,               0.001127,               0.001127
