                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.87778,                0.59686,                 1.1324,                0.99271,                0.99099,                0.99495,                0.79077,                0.78933,                0.41962,                 1.1138,               0.001412,               0.001412,               0.001412
                     26,                0.90312,                0.60082,                 1.1329,                0.98053,                 0.9955,                0.99433,                0.78536,                0.79752,                0.45783,                 1.1181,              0.0014113,              0.0014113,              0.0014113
                     27,                0.89218,                0.62751,                 1.1348,                0.98624,                 0.9956,                  0.995,                0.79697,                0.76646,                0.40789,                 1.0899,              0.0014106,              0.0014106,              0.0014106
                     28,                0.84239,                0.55751,                 1.0897,                0.98703,                0.97786,                0.99478,                0.78383,                0.78506,                0.41475,                 1.0992,              0.0014099,              0.0014099,              0.0014099
                     29,                0.83687,                0.57716,                   1.11,                0.98587,                0.97013,                  0.995,                0.78231,                0.79399,                0.41486,                 1.0999,              0.0014092,              0.0014092,              0.0014092
                     30,                0.88599,                0.61297,                 1.1154,                0.99329,                0.99517,                  0.995,                0.73749,                0.91871,                0.43503,                 1.2092,              0.0014085,              0.0014085,              0.0014085
                     31,                 0.8699,                0.62986,                 1.1113,                0.99385,                      1,                0.99491,                0.80103,                0.76425,                0.37278,                 1.0969,              0.0014078,              0.0014078,              0.0014078
                     32,                0.84921,                0.59567,                 1.1117,                0.98493,                0.98583,                0.99367,                0.79844,                0.80938,                0.43716,                  1.126,              0.0014071,              0.0014071,              0.0014071
                     33,                0.84048,                0.57087,                 1.1038,                0.99581,                 0.9849,                0.99407,                0.80649,                0.78133,                0.39525,                 1.1034,              0.0014064,              0.0014064,              0.0014064
                     34,                0.83399,                0.57898,                 1.0932,                0.99591,                0.98055,                0.99447,                0.80116,                0.78666,                0.40606,                 1.1161,              0.0014057,              0.0014057,              0.0014057
                     35,                0.90249,                0.60977,                 1.1408,                0.99695,                 0.9994,                  0.995,                0.79613,                0.78519,                0.39308,                 1.1081,              0.0014049,              0.0014049,              0.0014049
                     36,                0.88534,                0.56193,                 1.1033,                0.99796,                 0.9955,                  0.995,                0.79961,                0.76533,                0.37357,                 1.0845,              0.0014042,              0.0014042,              0.0014042
                     37,                0.87454,                0.58384,                 1.1284,                0.99646,                 0.9896,                  0.995,                0.79273,                0.76778,                0.40204,                 1.0825,              0.0014035,              0.0014035,              0.0014035
                     38,                0.83673,                0.56752,                 1.1114,                0.99362,                      1,                  0.995,                0.79719,                0.77584,                 0.4382,                   1.09,              0.0014028,              0.0014028,              0.0014028
                     39,                0.83907,                0.57927,                 1.1079,                0.98853,                0.99919,                0.99491,                0.79847,                0.77682,                0.40324,                 1.0888,              0.0014021,              0.0014021,              0.0014021
                     40,                0.82456,                0.57969,                  1.095,                0.99552,                      1,                  0.995,                0.79879,                0.74002,                 0.3479,                 1.0532,              0.0014014,              0.0014014,              0.0014014
                     41,                0.83469,                0.57346,                 1.0807,                 0.9752,                0.99604,                  0.995,                0.79721,                0.76481,                0.36393,                 1.0816,              0.0014007,              0.0014007,              0.0014007
                     42,                0.83883,                0.55357,                 1.0829,                0.99928,                      1,                  0.995,                0.80194,                0.75681,                0.33883,                 1.0747,                 0.0014,                 0.0014,                 0.0014
                     43,                0.83243,                 0.5235,                 1.0879,                0.98695,                 0.9955,                0.99343,                0.79825,                0.75191,                0.35747,                  1.085,              0.0013993,              0.0013993,              0.0013993
                     44,                0.83232,                0.51785,                  1.106,                0.97704,                0.86486,                0.99118,                0.79882,                0.74847,                0.53848,                 1.0714,              0.0013986,              0.0013986,              0.0013986
                     45,                 0.8773,                0.52714,                 1.0953,                0.88193,                0.93863,                  0.995,                0.79787,                0.75545,                 0.5886,                 1.0778,              0.0013979,              0.0013979,              0.0013979
                     46,                0.79786,                 0.5258,                 1.0822,                0.99854,                0.99099,                  0.995,                0.77301,                0.83478,                0.40966,                 1.1302,              0.0013972,              0.0013972,              0.0013972
                     47,                0.86534,                0.56448,                 1.0856,                0.99352,                0.99099,                0.99158,                0.79563,                0.76978,                0.39891,                 1.0995,              0.0013965,              0.0013965,              0.0013965
                     48,                0.83091,                0.53836,                 1.0844,                0.98891,                 0.9955,                0.99147,                0.80284,                0.73852,                0.38453,                 1.0707,              0.0013958,              0.0013958,              0.0013958
                     49,                0.85424,                0.53343,                 1.1114,                 0.9942,                0.99866,                 0.9946,                0.79254,                 0.7955,                0.37458,                 1.1041,               0.001395,               0.001395,               0.001395
                     50,                0.81491,                 0.5295,                  1.088,                0.99888,                0.99885,                  0.995,                0.80989,                0.75955,                0.35153,                 1.0712,              0.0013943,              0.0013943,              0.0013943
                     51,                0.83625,                0.53815,                  1.081,                0.99668,                0.99913,                  0.995,                0.82573,                0.73498,                0.33361,                 1.0734,              0.0013936,              0.0013936,              0.0013936
                     52,                0.83095,                0.54915,                 1.1028,                0.99969,                0.99609,                  0.995,                0.81152,                0.74309,                 0.3444,                 1.0632,              0.0013929,              0.0013929,              0.0013929
                     53,                0.82647,                0.50912,                 1.1072,                0.99795,                 0.9955,                  0.995,                0.79496,                0.75659,                0.36208,                 1.0772,              0.0013922,              0.0013922,              0.0013922
                     54,                0.84799,                0.53961,                 1.0987,                0.99421,                0.99536,                  0.995,                0.75081,                0.88032,                0.42482,                  1.189,              0.0013915,              0.0013915,              0.0013915
                     55,                0.82921,                 0.5366,                 1.0816,                0.99901,                 0.9955,                  0.995,                0.80584,                0.75204,                0.34078,                 1.0766,              0.0013908,              0.0013908,              0.0013908
                     56,                0.85847,                0.55999,                 1.1236,                0.99417,                      1,                  0.995,                0.80136,                0.76495,                0.35429,                 1.0799,              0.0013901,              0.0013901,              0.0013901
                     57,                0.79492,                0.51802,                 1.0688,                0.99492,                      1,                  0.995,                0.80742,                0.74665,                0.34639,                  1.069,              0.0013894,              0.0013894,              0.0013894
                     58,                0.78481,                0.50506,                 1.0782,                0.99502,                      1,                  0.995,                 0.7934,                0.77164,                0.34701,                 1.0861,              0.0013887,              0.0013887,              0.0013887
                     59,                0.80468,                0.50238,                 1.0874,                0.99991,                0.99928,                  0.995,                0.80885,                 0.7148,                0.32432,                 1.0551,               0.001388,               0.001388,               0.001388
                     60,                 0.7728,                0.48117,                 1.0649,                0.91765,                0.95377,                0.97602,                0.80219,                0.72339,                0.54897,                 1.0542,              0.0013873,              0.0013873,              0.0013873
                     61,                0.85057,                 0.5428,                 1.1024,                  0.947,                0.98649,                0.98949,                0.80757,                0.75335,                0.41504,                 1.0672,              0.0013866,              0.0013866,              0.0013866
                     62,                0.84181,                0.51495,                 1.1023,                0.99548,                0.99789,                  0.995,                0.81536,                 0.7554,                0.33204,                 1.0817,              0.0013859,              0.0013859,              0.0013859
                     63,                0.85509,                0.56438,                 1.1229,                0.99083,                0.99003,                0.99477,                 0.8025,                0.75065,                 0.4068,                 1.0548,              0.0013851,              0.0013851,              0.0013851
                     64,                0.82402,                0.54603,                 1.1017,                0.98651,                0.98873,                  0.995,                0.80072,                 0.7415,                0.39399,                 1.0687,              0.0013844,              0.0013844,              0.0013844
                     65,                0.79029,                0.50297,                 1.0677,                0.93715,                0.94858,                  0.995,                0.80643,                0.75169,                 0.5189,                 1.0656,              0.0013837,              0.0013837,              0.0013837
                     66,                0.81611,                0.53526,                 1.0758,                0.99444,                0.98958,                0.99495,                0.80724,                0.74838,                0.36581,                 1.0754,               0.001383,               0.001383,               0.001383
                     67,                0.79105,                0.50473,                 1.0748,                0.96311,                0.96995,                0.99186,                0.77733,                0.84614,                0.44339,                 1.1374,              0.0013823,              0.0013823,              0.0013823
                     68,                0.80509,                0.50436,                 1.0757,                0.99551,                0.99333,                0.99496,                0.80359,                0.73381,                0.49172,                 1.0521,              0.0013816,              0.0013816,              0.0013816
                     69,                0.86345,                0.51277,                 1.0956,                0.99552,                0.99139,                  0.995,                0.79825,                0.73587,                0.49175,                 1.0671,              0.0013809,              0.0013809,              0.0013809
                     70,                0.83655,                0.48484,                 1.0857,                0.99237,                0.99099,                  0.995,                0.80932,                 0.7294,                0.39613,                 1.0521,              0.0013802,              0.0013802,              0.0013802
                     71,                0.84287,                0.55817,                 1.0996,                 0.9971,                0.97438,                0.99444,                0.80406,                0.74282,                0.46162,                  1.063,              0.0013795,              0.0013795,              0.0013795
                     72,                0.81865,                0.54626,                 1.0812,                 0.9956,                0.97494,                0.99401,                0.81437,                 0.7392,                0.45002,                 1.0635,              0.0013788,              0.0013788,              0.0013788
                     73,                 0.7888,                0.53147,                   1.06,                0.99476,                0.99099,                  0.995,                0.81878,                0.72529,                0.43146,                  1.052,              0.0013781,              0.0013781,              0.0013781
                     74,                0.79558,                0.51492,                  1.077,                0.99411,                      1,                0.99415,                  0.818,                0.70898,                0.37056,                  1.039,              0.0013774,              0.0013774,              0.0013774
                     75,                0.76228,                0.49254,                 1.0596,                0.99445,                0.98649,                0.99462,                0.80676,                0.73124,                0.38189,                  1.055,              0.0013767,              0.0013767,              0.0013767
                     76,                0.75481,                0.50869,                 1.0836,                0.98996,                0.99546,                0.99496,                0.80822,                0.74219,                0.34993,                 1.0668,              0.0013759,              0.0013759,              0.0013759
                     77,                  0.784,                0.49467,                 1.0681,                0.99333,                      1,                0.99496,                  0.805,                0.72988,                0.35315,                 1.0513,              0.0013752,              0.0013752,              0.0013752
                     78,                0.76111,                0.47702,                   1.05,                0.98573,                0.99946,                0.99455,                0.80369,                0.76852,                0.37655,                 1.0859,              0.0013745,              0.0013745,              0.0013745
                     79,                0.79128,                0.52792,                 1.0688,                0.97968,                0.99099,                0.99405,                0.80463,                0.73156,                 0.3698,                 1.0619,              0.0013738,              0.0013738,              0.0013738
                     80,                0.81135,                 0.5301,                 1.0954,                0.99662,                      1,                  0.995,                0.80234,                0.75976,                0.37628,                 1.0859,              0.0013731,              0.0013731,              0.0013731
                     81,                0.77079,                 0.5002,                 1.0679,                 0.9941,                      1,                0.99496,                0.82374,                0.69831,                0.33018,                 1.0417,              0.0013724,              0.0013724,              0.0013724
                     82,                0.82716,                0.52182,                  1.092,                0.99387,                0.99505,                0.99496,                0.81948,                0.71969,                0.34726,                 1.0505,              0.0013717,              0.0013717,              0.0013717
                     83,                0.81024,                0.49742,                  1.076,                   0.99,                0.99365,                  0.995,                0.83031,                0.72533,                0.32334,                 1.0541,               0.001371,               0.001371,               0.001371
                     84,                0.81226,                0.48791,                 1.0681,                   0.99,                 0.9955,                0.99495,                0.78959,                0.80404,                0.36527,                 1.1104,              0.0013703,              0.0013703,              0.0013703
                     85,                0.80151,                0.50103,                 1.0775,                 0.9932,                0.99784,                  0.995,                 0.8163,                0.73629,                0.36103,                 1.0477,              0.0013696,              0.0013696,              0.0013696
                     86,                0.78189,                0.50203,                 1.0757,                0.99835,                 0.9955,                  0.995,                0.81976,                0.75191,                0.34857,                 1.0531,              0.0013689,              0.0013689,              0.0013689
                     87,                0.79191,                0.50024,                 1.0706,                0.99292,                0.99746,                  0.995,                0.82011,                0.72093,                0.33746,                  1.045,              0.0013682,              0.0013682,              0.0013682
                     88,                0.78823,                0.48885,                 1.0874,                0.99407,                 0.9955,                  0.995,                0.81487,                0.73681,                0.33382,                 1.0543,              0.0013675,              0.0013675,              0.0013675
                     89,                0.75581,                0.48294,                 1.0306,                0.99842,                 0.9955,                  0.995,                0.81804,                0.74698,                 0.3472,                 1.0596,              0.0013668,              0.0013668,              0.0013668
                     90,                0.77506,                0.45878,                 1.0851,                0.99278,                      1,                0.99478,                 0.8124,                0.71874,                0.32524,                 1.0464,               0.001366,               0.001366,               0.001366
                     91,                0.80273,                0.49374,                 1.0802,                0.99151,                      1,                  0.995,                 0.8132,                0.73465,                0.33783,                  1.066,              0.0013653,              0.0013653,              0.0013653
                     92,                0.80301,                0.51679,                 1.0746,                0.99535,                      1,                  0.995,                0.82149,                0.71453,                0.32447,                 1.0466,              0.0013646,              0.0013646,              0.0013646
                     93,                0.79798,                 0.5109,                 1.0736,                0.99849,                 0.9941,                  0.995,                0.82281,                0.72113,                0.32665,                 1.0387,              0.0013639,              0.0013639,              0.0013639
                     94,                0.78572,                0.51971,                  1.079,                0.99865,                0.99919,                  0.995,                0.81882,                0.75638,                0.33602,                 1.0707,              0.0013632,              0.0013632,              0.0013632
                     95,                0.74542,                0.45134,                 1.0422,                0.99903,                0.99947,                  0.995,                0.81724,                0.74117,                0.34145,                 1.0639,              0.0013625,              0.0013625,              0.0013625
                     96,                0.79174,                0.46745,                 1.0807,                0.99869,                0.99945,                  0.995,                0.81965,                0.72835,                0.32567,                 1.0468,              0.0013618,              0.0013618,              0.0013618
                     97,                0.81744,                0.50173,                 1.0901,                0.99694,                      1,                  0.995,                0.82563,                0.71273,                0.32069,                 1.0401,              0.0013611,              0.0013611,              0.0013611
                     98,                0.75401,                0.47038,                 1.0574,                0.99869,                0.99941,                  0.995,                0.82931,                0.70086,                0.32004,                 1.0336,              0.0013604,              0.0013604,              0.0013604
                     99,                0.74036,                0.48991,                 1.0442,                0.99682,                0.99099,                  0.995,                 0.8244,                0.70344,                0.36015,                 1.0313,              0.0013597,              0.0013597,              0.0013597
                    100,                0.76008,                0.48539,                 1.0436,                0.99674,                 0.9955,                  0.995,                0.82031,                0.71411,                0.32543,                 1.0521,               0.001359,               0.001359,               0.001359
                    101,                 0.7686,                0.50123,                 1.0574,                0.99831,                0.99951,                  0.995,                0.81686,                0.71773,                0.33115,                 1.0552,              0.0013583,              0.0013583,              0.0013583
                    102,                0.75258,                0.48656,                 1.0611,                0.99799,                      1,                  0.995,                0.79729,                0.79528,                 0.3597,                 1.1255,              0.0013576,              0.0013576,              0.0013576
                    103,                0.77277,                0.47203,                 1.0776,                 0.9893,                0.98343,                0.99384,                0.80165,                0.75841,                0.35167,                 1.0668,              0.0013568,              0.0013568,              0.0013568
                    104,                0.80265,                0.52598,                  1.097,                0.99386,                      1,                  0.995,                0.80569,                0.74324,                0.36152,                 1.0603,              0.0013561,              0.0013561,              0.0013561
                    105,                0.81048,                0.50829,                 1.1019,                0.99869,                      1,                  0.995,                0.82487,                0.71868,                0.32883,                 1.0471,              0.0013554,              0.0013554,              0.0013554
                    106,                 0.7975,                0.49526,                 1.0754,                0.99867,                      1,                  0.995,                0.82182,                 0.7215,                0.32774,                 1.0554,              0.0013547,              0.0013547,              0.0013547
                    107,                0.77655,                0.48687,                 1.0731,                0.99806,                0.99991,                  0.995,                0.80986,                0.73383,                0.33669,                  1.066,               0.001354,               0.001354,               0.001354
                    108,                0.76309,                0.52021,                 1.0628,                0.99286,                 0.9996,                  0.995,                0.81181,                0.75615,                0.35657,                 1.0792,              0.0013533,              0.0013533,              0.0013533
                    109,                0.77283,                0.49697,                 1.0697,                 0.9966,                0.99152,                  0.995,                0.81797,                0.76763,                0.36091,                 1.0971,              0.0013526,              0.0013526,              0.0013526
                    110,                0.77853,                0.47283,                 1.0816,                0.98509,                      1,                0.99446,                 0.8105,                0.72024,                0.34389,                 1.0486,              0.0013519,              0.0013519,              0.0013519
                    111,                0.79455,                0.50366,                 1.0988,                0.98833,                      1,                0.99491,                0.82084,                0.71835,                0.31122,                 1.0531,              0.0013512,              0.0013512,              0.0013512
                    112,                 0.7904,                0.48433,                 1.0707,                0.99218,                0.99906,                  0.995,                 0.8179,                0.73437,                 0.3223,                 1.0386,              0.0013505,              0.0013505,              0.0013505
                    113,                0.79297,                0.48422,                 1.0781,                0.99476,                0.98531,                  0.995,                0.82028,                0.72395,                0.33119,                 1.0331,              0.0013498,              0.0013498,              0.0013498
                    114,                0.73349,                0.46378,                  1.049,                0.99772,                0.99401,                  0.995,                 0.8254,                0.71606,                0.32912,                 1.0379,              0.0013491,              0.0013491,              0.0013491
                    115,                0.81245,                0.51372,                 1.0917,                0.99208,                0.99631,                  0.995,                0.80548,                0.73816,                0.62482,                 1.0558,              0.0013484,              0.0013484,              0.0013484
                    116,                0.76412,                0.48208,                 1.0542,                0.99862,                 0.9955,                  0.995,                0.80367,                0.75072,                  0.646,                 1.0657,              0.0013477,              0.0013477,              0.0013477
                    117,                0.77779,                0.50859,                 1.0597,                0.99809,                0.99969,                  0.995,                0.82846,                0.72172,                0.33122,                 1.0427,              0.0013469,              0.0013469,              0.0013469
                    118,                0.76849,                0.47824,                 1.0623,                0.99956,                      1,                  0.995,                0.82725,                0.73772,                 0.3337,                 1.0693,              0.0013462,              0.0013462,              0.0013462
                    119,                0.77765,                0.48978,                 1.0898,                0.99947,                      1,                  0.995,                0.83578,                0.68685,                0.31502,                 1.0337,              0.0013455,              0.0013455,              0.0013455
                    120,                0.77255,                0.49018,                 1.0477,                 0.9981,                0.99976,                  0.995,                0.83055,                0.70514,                0.31999,                 1.0502,              0.0013448,              0.0013448,              0.0013448
                    121,                0.79135,                0.47663,                 1.0675,                0.99099,                 0.9958,                  0.995,                0.82837,                0.70508,                0.32597,                 1.0487,              0.0013441,              0.0013441,              0.0013441
                    122,                0.79222,                0.48398,                 1.0695,                0.98991,                0.99503,                  0.995,                0.83014,                0.68602,                0.32731,                 1.0316,              0.0013434,              0.0013434,              0.0013434
                    123,                0.75565,                0.47015,                 1.0358,                0.99923,                 0.9955,                  0.995,                0.83276,                 0.6798,                0.32244,                 1.0252,              0.0013427,              0.0013427,              0.0013427
                    124,                0.75891,                0.45874,                 1.0672,                0.99901,                 0.9955,                  0.995,                0.82513,                0.69146,                0.33999,                 1.0293,               0.001342,               0.001342,               0.001342
                    125,                0.71801,                0.46533,                 1.0411,                0.99926,                 0.9955,                  0.995,                0.82358,                0.69224,                 0.3186,                 1.0235,              0.0013413,              0.0013413,              0.0013413
                    126,                0.74601,                0.44726,                 1.0557,                0.99843,                 0.9955,                  0.995,                0.83325,                0.68819,                0.32012,                 1.0275,              0.0013406,              0.0013406,              0.0013406
                    127,                0.72913,                0.49818,                 1.0648,                0.99809,                0.99947,                  0.995,                0.82866,                0.68039,                0.32311,                 1.0264,              0.0013399,              0.0013399,              0.0013399
                    128,                0.71917,                0.46398,                 1.0331,                0.99923,                0.99798,                  0.995,                0.83792,                0.67396,                0.31554,                 1.0191,              0.0013392,              0.0013392,              0.0013392
                    129,                 0.7261,                0.44435,                 1.0576,                0.99806,                      1,                  0.995,                0.83277,                0.67317,                0.29987,                 1.0176,              0.0013385,              0.0013385,              0.0013385
                    130,                 0.7301,                0.48062,                 1.0468,                 0.9961,                      1,                  0.995,                0.82304,                0.67824,                0.30301,                 1.0187,              0.0013378,              0.0013378,              0.0013378
                    131,                0.74106,                0.45708,                 1.0398,                0.99461,                      1,                  0.995,                0.81938,                0.69738,                0.31958,                 1.0313,               0.001337,               0.001337,               0.001337
                    132,                0.78394,                0.47821,                 1.0758,                0.99398,                      1,                  0.995,                0.81978,                0.70376,                0.31243,                 1.0402,              0.0013363,              0.0013363,              0.0013363
                    133,                0.75702,                0.45322,                 1.0525,                0.99382,                      1,                0.99281,                0.83616,                0.68783,                0.30819,                 1.0335,              0.0013356,              0.0013356,              0.0013356
