                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.1489,                0.82537,                 1.2031,                0.91327,                0.93009,                0.97213,                 0.6857,                 1.0734,                0.55312,                 1.2055,              0.0098515,              0.0098515,              0.0098515
                     17,                 1.1349,                0.80869,                 1.1977,                0.85021,                0.88768,                0.94581,                0.65123,                  1.099,                0.62814,                 1.2185,              0.0098416,              0.0098416,              0.0098416
                     18,                 1.1454,                0.80973,                 1.1935,                0.85827,                0.82709,                0.92057,                0.60835,                 1.2107,                0.93242,                 1.2744,              0.0098317,              0.0098317,              0.0098317
                     19,                 1.1273,                0.81269,                  1.187,                0.90102,                0.92194,                0.97734,                0.68768,                 1.0633,                0.57431,                 1.1989,              0.0098218,              0.0098218,              0.0098218
                     20,                 1.1677,                0.81851,                 1.2147,                0.92249,                0.91689,                 0.9629,                0.68235,                 1.0496,                0.55143,                 1.1929,              0.0098119,              0.0098119,              0.0098119
                     21,                 1.1305,                0.78774,                 1.1911,                0.90022,                0.93122,                0.96849,                0.68146,                 1.0832,                 0.5778,                 1.2071,               0.009802,               0.009802,               0.009802
                     22,                 1.1411,                0.76183,                 1.2012,                0.76229,                0.64233,                0.77229,                0.51734,                 1.2542,                 1.6099,                  1.343,              0.0097921,              0.0097921,              0.0097921
                     23,                 1.1205,                0.75289,                 1.1852,                0.91109,                 0.9112,                0.97274,                0.67578,                 1.0764,                0.59738,                 1.2033,              0.0097822,              0.0097822,              0.0097822
                     24,                 1.1325,                 0.7684,                 1.1957,                0.94366,                0.93104,                0.98074,                0.69263,                 1.0757,                0.51971,                   1.19,              0.0097723,              0.0097723,              0.0097723
                     25,                 1.1296,                0.77206,                  1.191,                0.92094,                0.94315,                0.97827,                0.68535,                 1.0978,                0.54004,                 1.2175,              0.0097624,              0.0097624,              0.0097624
                     26,                 1.1312,                0.75697,                 1.1885,                0.92544,                0.93593,                0.97772,                0.67201,                 1.1456,                0.54522,                 1.2236,              0.0097525,              0.0097525,              0.0097525
                     27,                 1.1235,                0.76785,                 1.1994,                0.94328,                0.92707,                0.98111,                0.69913,                  1.042,                0.52081,                 1.1805,              0.0097426,              0.0097426,              0.0097426
                     28,                 1.0853,                0.75558,                 1.1654,                0.92648,                0.92508,                0.97915,                0.69094,                 1.0712,                 0.5285,                 1.1948,              0.0097327,              0.0097327,              0.0097327
                     29,                 1.0976,                0.74904,                  1.175,                0.90693,                0.89795,                0.96857,                0.67516,                  1.135,                0.59616,                 1.2199,              0.0097228,              0.0097228,              0.0097228
                     30,                 1.1187,                0.76128,                  1.179,                0.93757,                0.94222,                0.98168,                0.70944,                 1.0643,                0.50064,                 1.1819,              0.0097129,              0.0097129,              0.0097129
                     31,                 1.0958,                0.71729,                 1.1694,                0.94294,                 0.9629,                0.98378,                0.70054,                 1.0503,                0.48739,                 1.1805,               0.009703,               0.009703,               0.009703
                     32,                 1.1026,                0.70343,                 1.1689,                0.93701,                 0.9583,                0.98761,                0.71162,                 1.0471,                0.47155,                 1.1835,              0.0096931,              0.0096931,              0.0096931
                     33,                 1.1198,                0.73331,                 1.1831,                0.97772,                0.96948,                0.99265,                0.70712,                 1.0468,                0.43245,                 1.1852,              0.0096832,              0.0096832,              0.0096832
                     34,                 1.1134,                0.72418,                 1.1838,                0.92357,                0.95005,                0.98196,                0.71042,                 1.0333,                0.50684,                 1.1753,              0.0096733,              0.0096733,              0.0096733
                     35,                 1.0796,                0.70531,                 1.1517,                0.96272,                0.94975,                0.98697,                0.71451,                 1.0227,                0.45411,                 1.1742,              0.0096634,              0.0096634,              0.0096634
                     36,                 1.0859,                0.70331,                 1.1653,                0.94014,                0.95528,                0.98355,                0.69704,                 1.0751,                0.49532,                 1.2091,              0.0096535,              0.0096535,              0.0096535
                     37,                 1.0886,                0.72158,                  1.166,                0.92828,                0.94891,                0.98158,                0.69406,                 1.0613,                0.49377,                 1.1924,              0.0096436,              0.0096436,              0.0096436
                     38,                 1.1132,                0.70605,                 1.2013,                0.94443,                0.96682,                0.98088,                0.70963,                  1.036,                0.46323,                 1.1741,              0.0096337,              0.0096337,              0.0096337
                     39,                 1.0896,                0.70564,                 1.1633,                0.95468,                0.93927,                0.98631,                0.70747,                 1.0307,                0.46494,                 1.1806,              0.0096238,              0.0096238,              0.0096238
                     40,                 1.0858,                0.70402,                 1.1727,                0.86633,                0.92595,                 0.9679,                0.67457,                 1.1049,                 0.5624,                 1.1948,              0.0096139,              0.0096139,              0.0096139
                     41,                 1.0689,                0.69167,                 1.1541,                0.87486,                0.92832,                0.94188,                 0.6765,                 1.0453,                0.59473,                 1.1873,               0.009604,               0.009604,               0.009604
                     42,                 1.0774,                0.68163,                 1.1572,                0.96726,                0.95632,                 0.9866,                 0.7151,                 1.0404,                0.45299,                 1.1813,              0.0095941,              0.0095941,              0.0095941
                     43,                 1.0878,                0.68808,                 1.1783,                0.95157,                0.97698,                0.98414,                0.72669,                 1.0042,                0.41267,                 1.1612,              0.0095842,              0.0095842,              0.0095842
                     44,                 1.0747,                0.66521,                 1.1586,                0.96625,                0.97404,                0.99194,                0.72196,                  1.022,                0.42791,                  1.174,              0.0095743,              0.0095743,              0.0095743
                     45,                 1.0788,                0.65256,                 1.1547,                0.96799,                0.95045,                0.98908,                0.72342,                 1.0099,                0.42557,                 1.1657,              0.0095644,              0.0095644,              0.0095644
                     46,                 1.0747,                0.67609,                 1.1639,                0.98655,                0.96604,                0.99256,                0.73292,                0.99322,                0.39839,                 1.1511,              0.0095545,              0.0095545,              0.0095545
                     47,                 1.0686,                 0.6702,                 1.1507,                0.96066,                0.97772,                0.99083,                0.72713,                 1.0087,                0.41212,                 1.1636,              0.0095446,              0.0095446,              0.0095446
                     48,                 1.0716,                0.65868,                 1.1638,                0.95514,                0.93227,                0.97513,                0.68869,                 1.0555,                0.49915,                 1.1839,              0.0095347,              0.0095347,              0.0095347
                     49,                 1.0736,                 0.6485,                 1.1509,                0.97519,                0.97536,                 0.9898,                0.73126,                0.99906,                0.41355,                 1.1523,              0.0095248,              0.0095248,              0.0095248
                     50,                 1.0668,                 0.6696,                 1.1581,                0.96062,                 0.9657,                0.99019,                0.72503,                0.99622,                0.43309,                 1.1538,              0.0095149,              0.0095149,              0.0095149
                     51,                 1.0574,                0.66774,                 1.1464,                0.96277,                0.96525,                0.98698,                0.71702,                 1.0243,                0.45095,                 1.1707,               0.009505,               0.009505,               0.009505
                     52,                 1.0435,                0.65438,                 1.1423,                0.86094,                0.93113,                0.96527,                0.71949,                 1.0028,                0.59456,                 1.1532,              0.0094951,              0.0094951,              0.0094951
                     53,                 1.0541,                0.66113,                 1.1442,                0.97939,                0.97245,                0.99283,                0.73502,                0.99743,                0.39506,                 1.1503,              0.0094852,              0.0094852,              0.0094852
                     54,                 1.0792,                0.65237,                 1.1608,                0.95539,                0.97919,                0.98412,                0.72217,                0.99809,                0.41934,                 1.1555,              0.0094753,              0.0094753,              0.0094753
                     55,                 1.0507,                0.64434,                 1.1474,                0.95094,                0.97493,                0.99208,                0.72807,                 1.0135,                0.42229,                 1.1606,              0.0094654,              0.0094654,              0.0094654
                     56,                  1.055,                0.62961,                 1.1511,                0.96517,                0.96276,                0.98808,                0.74047,                0.98332,                 0.4155,                 1.1483,              0.0094555,              0.0094555,              0.0094555
                     57,                  1.035,                0.64771,                 1.1375,                0.94945,                0.95814,                0.98716,                0.73175,                0.98756,                0.44237,                 1.1478,              0.0094456,              0.0094456,              0.0094456
                     58,                 1.0328,                0.64197,                 1.1267,                0.92375,                0.95987,                 0.9905,                0.73011,                0.99531,                0.45892,                 1.1527,              0.0094357,              0.0094357,              0.0094357
                     59,                 1.0754,                0.64646,                 1.1612,                0.96032,                 0.9692,                0.98889,                0.73309,                 1.0107,                0.42719,                 1.1629,              0.0094258,              0.0094258,              0.0094258
                     60,                 1.0478,                0.63157,                 1.1346,                0.97808,                0.98403,                0.99206,                0.74056,                0.97268,                0.38491,                 1.1366,              0.0094159,              0.0094159,              0.0094159
                     61,                 1.0656,                 0.6241,                 1.1349,                 0.9607,                0.96202,                 0.9893,                0.72789,                 0.9841,                0.42062,                 1.1435,               0.009406,               0.009406,               0.009406
                     62,                 1.0418,                0.63596,                 1.1393,                0.97468,                0.98474,                0.99392,                0.71604,                 1.0857,                0.42983,                 1.1868,              0.0093961,              0.0093961,              0.0093961
                     63,                 1.0379,                0.60514,                 1.1367,                0.97277,                0.95987,                0.98609,                0.72224,                 1.0044,                0.41689,                 1.1472,              0.0093862,              0.0093862,              0.0093862
                     64,                 1.0414,                0.61696,                 1.1257,                 0.9846,                0.98886,                 0.9943,                0.74484,                0.96176,                0.37712,                 1.1339,              0.0093763,              0.0093763,              0.0093763
                     65,                 1.0515,                0.60716,                 1.1282,                0.98306,                0.97856,                0.99272,                0.74249,                0.97129,                0.39258,                 1.1365,              0.0093664,              0.0093664,              0.0093664
                     66,                 1.0665,                0.60525,                 1.1481,                0.96564,                0.97519,                0.99148,                0.73861,                0.96928,                 0.4015,                 1.1302,              0.0093565,              0.0093565,              0.0093565
                     67,                 1.0441,                0.62141,                 1.1287,                0.96348,                0.98091,                0.99146,                0.74151,                0.97893,                0.39958,                 1.1387,              0.0093466,              0.0093466,              0.0093466
                     68,                 1.0305,                0.61266,                 1.1337,                 0.9623,                 0.9722,                0.99087,                0.73075,                 1.0044,                  0.406,                 1.1474,              0.0093367,              0.0093367,              0.0093367
                     69,                 1.0506,                0.62122,                 1.1311,                0.97625,                0.97606,                0.99263,                0.73443,                0.99273,                0.39625,                 1.1505,              0.0093268,              0.0093268,              0.0093268
                     70,                 1.0389,                0.65616,                 1.1373,                0.98486,                 0.9736,                0.99303,                 0.7399,                0.96951,                0.38636,                 1.1394,              0.0093169,              0.0093169,              0.0093169
                     71,                 1.0443,                0.64004,                 1.1357,                0.98243,                0.97778,                0.99359,                 0.7384,                0.98007,                 0.3723,                 1.1402,               0.009307,               0.009307,               0.009307
                     72,                  1.031,                0.60485,                  1.128,                0.96846,                0.97119,                0.99137,                0.74897,                0.97933,                0.40045,                 1.1366,              0.0092971,              0.0092971,              0.0092971
                     73,                 1.0218,                0.62366,                 1.1195,                0.80666,                0.78963,                0.86922,                0.58717,                  1.201,                0.72307,                 1.2788,              0.0092872,              0.0092872,              0.0092872
                     74,                 1.0307,                 0.5967,                 1.1318,                0.98323,                0.99058,                0.99373,                0.75235,                0.95232,                0.36681,                 1.1225,              0.0092773,              0.0092773,              0.0092773
                     75,                 1.0271,                0.62397,                 1.1275,                0.97899,                0.98082,                0.99325,                 0.7473,                  0.964,                0.37248,                 1.1332,              0.0092674,              0.0092674,              0.0092674
                     76,                 1.0188,                0.61118,                  1.135,                0.97635,                0.98518,                0.99256,                 0.7462,                0.96491,                0.37089,                 1.1328,              0.0092575,              0.0092575,              0.0092575
                     77,                 1.0131,                0.57023,                 1.1254,                0.96523,                0.94395,                0.98725,                0.71789,                 1.0157,                0.43301,                 1.1686,              0.0092476,              0.0092476,              0.0092476
                     78,                 1.0265,                0.59765,                 1.1315,                0.98392,                0.98751,                0.99321,                0.75087,                0.95125,                0.35801,                 1.1273,              0.0092377,              0.0092377,              0.0092377
                     79,                 1.0503,                 0.6182,                 1.1419,                0.98173,                0.97583,                0.99356,                0.75188,                0.96884,                0.37962,                 1.1313,              0.0092278,              0.0092278,              0.0092278
                     80,                 1.0054,                0.59939,                 1.1063,                0.98092,                0.99101,                0.99429,                0.74943,                0.94281,                0.37083,                 1.1182,              0.0092179,              0.0092179,              0.0092179
                     81,                 1.0118,                0.58756,                 1.1201,                0.97498,                0.98681,                0.99397,                0.74577,                0.96595,                0.37984,                 1.1303,               0.009208,               0.009208,               0.009208
                     82,                 1.0174,                0.58181,                  1.122,                0.97345,                0.98309,                0.99209,                0.74176,                0.98599,                0.38127,                 1.1406,              0.0091981,              0.0091981,              0.0091981
                     83,                 1.0145,                 0.5995,                 1.1227,                0.97987,                0.98721,                0.99335,                0.74612,                0.96013,                0.36556,                 1.1302,              0.0091882,              0.0091882,              0.0091882
                     84,                 1.0089,                0.59796,                 1.1227,                0.98338,                 0.9892,                0.99456,                0.74922,                0.95613,                0.35848,                  1.125,              0.0091783,              0.0091783,              0.0091783
                     85,                 1.0414,                0.58198,                 1.1255,                0.99244,                0.97818,                 0.9946,                0.75769,                0.95556,                0.35761,                 1.1216,              0.0091684,              0.0091684,              0.0091684
                     86,                 1.0451,                0.60973,                  1.128,                0.97703,                0.98046,                0.99101,                0.73996,                0.97894,                0.38245,                 1.1449,              0.0091585,              0.0091585,              0.0091585
                     87,                 1.0189,                0.60482,                 1.1247,                 0.9848,                0.97779,                0.99417,                0.75591,                0.94552,                 0.3603,                 1.1216,              0.0091486,              0.0091486,              0.0091486
                     88,                  1.021,                0.58523,                 1.1127,                0.97943,                0.98598,                0.99316,                0.75185,                0.94758,                0.37175,                  1.119,              0.0091387,              0.0091387,              0.0091387
                     89,                 1.0042,                0.56521,                 1.1107,                0.98418,                0.98589,                0.99448,                0.76042,                0.94186,                0.35086,                 1.1234,              0.0091288,              0.0091288,              0.0091288
                     90,                 1.0125,                 0.5844,                 1.1184,                0.97025,                0.98224,                0.99071,                0.75234,                0.94639,                 0.3776,                 1.1195,              0.0091189,              0.0091189,              0.0091189
                     91,                 1.0277,                 0.6054,                 1.1262,                0.97968,                0.98475,                0.99285,                0.76534,                0.93147,                0.34934,                 1.1166,               0.009109,               0.009109,               0.009109
                     92,                 1.0136,                0.58788,                 1.1147,                0.97615,                0.97836,                0.99192,                0.76016,                0.92673,                0.36462,                 1.1128,              0.0090991,              0.0090991,              0.0090991
                     93,                 1.0051,                0.56713,                 1.1147,                0.98776,                0.98512,                0.99465,                0.75134,                0.94538,                0.34756,                 1.1249,              0.0090892,              0.0090892,              0.0090892
                     94,                0.98554,                0.56665,                 1.1089,                0.98775,                0.98908,                0.99392,                0.75755,                0.93933,                0.34106,                  1.118,              0.0090793,              0.0090793,              0.0090793
                     95,                 1.0197,                0.58672,                 1.1284,                 0.9806,                0.98527,                0.99341,                0.75413,                0.93356,                0.34881,                 1.1176,              0.0090694,              0.0090694,              0.0090694
                     96,                0.99657,                0.56411,                 1.1184,                0.98853,                0.98797,                0.99462,                 0.7604,                0.92886,                0.35065,                 1.1182,              0.0090595,              0.0090595,              0.0090595
                     97,                0.99713,                0.59258,                 1.1133,                0.98199,                0.97483,                0.99321,                0.75556,                0.94051,                0.36353,                 1.1231,              0.0090496,              0.0090496,              0.0090496
                     98,                 1.0048,                0.60112,                 1.1205,                 0.9764,                  0.997,                0.99456,                0.76004,                0.93652,                0.34464,                 1.1163,              0.0090397,              0.0090397,              0.0090397
                     99,                0.98625,                0.57335,                 1.1088,                0.98972,                0.99052,                0.99464,                0.74812,                0.96078,                0.36011,                 1.1286,              0.0090298,              0.0090298,              0.0090298
                    100,                  1.003,                0.55587,                 1.1166,                0.98048,                0.98484,                0.99408,                0.75444,                0.93264,                0.36622,                 1.1124,              0.0090199,              0.0090199,              0.0090199
                    101,                 1.0021,                 0.5656,                 1.1158,                0.95359,                0.98602,                0.99392,                0.76053,                0.93546,                 0.3631,                  1.113,                0.00901,                0.00901,                0.00901
                    102,                0.98513,                0.56262,                 1.1026,                0.99065,                0.97907,                 0.9944,                0.76814,                0.92214,                 0.3466,                 1.1045,              0.0090001,              0.0090001,              0.0090001
                    103,                 1.0103,                0.57005,                 1.1125,                 0.9866,                0.98514,                0.99434,                0.76365,                0.92371,                0.34583,                 1.1091,              0.0089902,              0.0089902,              0.0089902
                    104,                0.99642,                0.55517,                 1.1162,                0.98216,                0.98749,                0.99353,                0.75802,                0.94842,                0.35212,                 1.1169,              0.0089803,              0.0089803,              0.0089803
                    105,                0.98451,                0.55002,                 1.1024,                0.98716,                0.98178,                0.99309,                0.75263,                0.92166,                0.34211,                 1.1049,              0.0089704,              0.0089704,              0.0089704
                    106,                0.99139,                0.56347,                 1.1156,                0.98372,                0.99504,                0.99469,                0.76361,                0.92258,                0.33674,                 1.1071,              0.0089605,              0.0089605,              0.0089605
                    107,                 0.9979,                0.55708,                 1.1086,                0.98222,                0.99418,                0.99423,                0.76534,                0.93899,                0.34948,                 1.1126,              0.0089506,              0.0089506,              0.0089506
                    108,                0.99774,                0.56555,                 1.1101,                0.98416,                0.98784,                0.99453,                0.76694,                 0.9296,                0.35211,                 1.1098,              0.0089407,              0.0089407,              0.0089407
                    109,                0.99582,                0.54753,                  1.108,                0.98007,                0.97877,                0.99157,                0.75299,                0.95882,                 0.3625,                 1.1303,              0.0089308,              0.0089308,              0.0089308
                    110,                0.98173,                0.54338,                 1.1003,                0.99177,                0.98905,                 0.9945,                0.76602,                0.91894,                0.33681,                 1.1013,              0.0089209,              0.0089209,              0.0089209
                    111,                0.97107,                0.54723,                 1.1021,                0.99047,                0.99525,                0.99491,                0.75975,                0.93867,                0.33759,                 1.1103,               0.008911,               0.008911,               0.008911
                    112,                0.99012,                0.55215,                 1.1089,                0.98808,                0.98765,                0.99416,                0.76862,                0.90559,                0.33105,                 1.0998,              0.0089011,              0.0089011,              0.0089011
                    113,                0.99584,                 0.5454,                 1.1105,                0.98773,                0.99054,                0.99479,                0.76456,                0.92392,                0.33993,                 1.1055,              0.0088912,              0.0088912,              0.0088912
                    114,                   0.98,                0.54227,                 1.0937,                0.99023,                0.99411,                0.99486,                0.76774,                0.91236,                 0.3305,                 1.1052,              0.0088813,              0.0088813,              0.0088813
                    115,                0.97021,                0.55321,                  1.102,                0.96867,                0.98653,                0.99326,                0.76694,                0.91127,                0.35294,                 1.1053,              0.0088714,              0.0088714,              0.0088714
                    116,                 0.9989,                0.56342,                 1.1114,                0.99329,                0.99258,                0.99496,                0.76933,                0.90031,                0.33227,                  1.097,              0.0088615,              0.0088615,              0.0088615
                    117,                0.96044,                0.54603,                 1.0976,                0.99082,                 0.9914,                0.99484,                0.77286,                0.90347,                0.32891,                 1.0989,              0.0088516,              0.0088516,              0.0088516
                    118,                0.97521,                0.55707,                 1.0972,                0.98349,                0.99095,                0.99483,                0.76826,                0.90561,                0.33667,                    1.1,              0.0088417,              0.0088417,              0.0088417
                    119,                 0.9963,                0.56519,                 1.1264,                 0.9881,                0.99305,                0.99473,                0.77102,                0.90216,                 0.3476,                 1.0972,              0.0088318,              0.0088318,              0.0088318
                    120,                0.97308,                 0.5485,                 1.1045,                0.99148,                0.98915,                0.99476,                0.77709,                0.89562,                0.33467,                 1.0938,              0.0088219,              0.0088219,              0.0088219
                    121,                0.97858,                0.56625,                 1.1012,                0.98641,                0.98865,                0.99396,                0.76549,                0.90411,                0.34142,                 1.1002,               0.008812,               0.008812,               0.008812
                    122,                0.98842,                0.56023,                 1.1108,                0.97044,                0.98353,                0.99235,                0.76438,                0.91263,                 0.3683,                 1.0987,              0.0088021,              0.0088021,              0.0088021
                    123,                0.97696,                0.54278,                 1.0953,                0.99106,                0.99299,                0.99468,                0.77631,                0.88441,                0.33358,                 1.0834,              0.0087922,              0.0087922,              0.0087922
                    124,                0.95339,                0.53975,                 1.0962,                0.99008,                0.98405,                0.99381,                0.76471,                0.90612,                0.33955,                 1.1031,              0.0087823,              0.0087823,              0.0087823
                    125,                0.96202,                0.54357,                 1.0921,                0.99292,                 0.9879,                0.99482,                0.77881,                0.88779,                0.32457,                  1.089,              0.0087724,              0.0087724,              0.0087724
                    126,                0.96934,                0.54141,                 1.0953,                0.99496,                0.99359,                0.99494,                0.77379,                0.90931,                0.33295,                 1.0958,              0.0087625,              0.0087625,              0.0087625
                    127,                0.96758,                 0.5317,                 1.0889,                0.99461,                0.99039,                0.99387,                0.77974,                0.89169,                0.33806,                 1.0906,              0.0087526,              0.0087526,              0.0087526
                    128,                0.97428,                0.53505,                 1.0881,                  0.989,                0.99119,                0.99471,                0.77706,                0.89743,                0.33843,                 1.1007,              0.0087427,              0.0087427,              0.0087427
                    129,                0.98049,                0.54516,                 1.0906,                0.99164,                0.99355,                 0.9948,                0.77512,                0.88808,                0.32837,                 1.0932,              0.0087328,              0.0087328,              0.0087328
                    130,                0.96875,                0.54652,                 1.0905,                0.98624,                0.99138,                0.99469,                0.77472,                0.88201,                0.32554,                  1.087,              0.0087229,              0.0087229,              0.0087229
                    131,                0.95644,                0.53716,                 1.0925,                0.99073,                0.98973,                0.99483,                 0.7724,                0.88597,                0.32198,                 1.0892,               0.008713,               0.008713,               0.008713
                    132,                0.95304,                0.51885,                 1.0863,                 0.9886,                0.98936,                0.99465,                0.77533,                0.87887,                0.32351,                 1.0863,              0.0087031,              0.0087031,              0.0087031
                    133,                0.95078,                0.52164,                  1.088,                0.99115,                0.99077,                0.99474,                0.76973,                0.89602,                0.33269,                 1.0918,              0.0086932,              0.0086932,              0.0086932
